district,districtLabel,districtDescription,state,stateLabel,stateDescription,census2011Code
http://www.wikidata.org/entity/Q2085428,Kendujhar district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,375
http://www.wikidata.org/entity/Q2221184,Seoni district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,456
http://www.wikidata.org/entity/Q1948380,Balrampur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,182
http://www.wikidata.org/entity/Q2019694,Mehsana district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,471
http://www.wikidata.org/entity/Q2299093,Anuppur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,461
http://www.wikidata.org/entity/Q2030017,Deoghar District,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,350
http://www.wikidata.org/entity/Q1945445,Sant Kabir Nagar district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,186
http://www.wikidata.org/entity/Q2295914,Raipur district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,410
http://www.wikidata.org/entity/Q2301759,Rewari district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,085
http://www.wikidata.org/entity/Q2131759,Banda district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,170
http://www.wikidata.org/entity/Q2086209,Lawngtlai district,district of Mizoram,http://www.wikidata.org/entity/Q1502,Mizoram,State in India,287
http://www.wikidata.org/entity/Q1947371,Jammu district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,021
http://www.wikidata.org/entity/Q2037672,Mohali district,"district in Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,052
http://www.wikidata.org/entity/Q2061938,South Delhi district,"district of Delhi, India",http://www.wikidata.org/entity/Q1353,Delhi,Indian metropolis and union territory that includes New Delhi,098
http://www.wikidata.org/entity/Q2064752,West Khasi Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,296
http://www.wikidata.org/entity/Q2449760,Tikamgarh district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,424
http://www.wikidata.org/entity/Q2088496,Kolkata district,"district in West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,342
http://www.wikidata.org/entity/Q2240791,Dhanbad district,"District of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,354
http://www.wikidata.org/entity/Q2298993,Tarn Taran district,"district in Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,050
http://www.wikidata.org/entity/Q2086180,Hamirpur District,"district in Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,028
http://www.wikidata.org/entity/Q2019757,Hamirpur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,168
http://www.wikidata.org/entity/Q2301741,Una district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,029
http://www.wikidata.org/entity/Q2449785,Chhatarpur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,425
http://www.wikidata.org/entity/Q1947380,Ranchi district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,364
http://www.wikidata.org/entity/Q2450255,Kabirdham district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,407
http://www.wikidata.org/entity/Q2295896,Koriya district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,400
http://www.wikidata.org/entity/Q1946896,Moga district,"district in Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,042
http://www.wikidata.org/entity/Q2296047,Sundargarh district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,374
http://www.wikidata.org/entity/Q2091461,Zunheboto district,"district of Nagaland, India",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,263
http://www.wikidata.org/entity/Q1937875,Unnao district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,156
http://www.wikidata.org/entity/Q1948389,Dhenkanal district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,383
http://www.wikidata.org/entity/Q2085436,Khandwa district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,466
http://www.wikidata.org/entity/Q2025998,Dewas district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,437
http://www.wikidata.org/entity/Q2273900,Khargone district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,440
http://www.wikidata.org/entity/Q2479331,Damoh district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,428
http://www.wikidata.org/entity/Q2216696,Nuh district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,087
http://www.wikidata.org/entity/Q2299029,Sehore district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,445
http://www.wikidata.org/entity/Q2019683,Raigad district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,520
http://www.wikidata.org/entity/Q2085421,Sagar District,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,427
http://www.wikidata.org/entity/Q2085455,East Garo Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,294
http://www.wikidata.org/entity/Q2247441,Kamrup district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,321
http://www.wikidata.org/entity/Q1947336,Lalitpur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,167
http://www.wikidata.org/entity/Q2270438,Haridwar district,"district of Uttarakhand, India",http://www.wikidata.org/entity/Q1499,Uttarakhand,Indian state,068
http://www.wikidata.org/entity/Q1945304,East Khasi Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,298
http://www.wikidata.org/entity/Q2449793,Sidhi district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,462
http://www.wikidata.org/entity/Q2452921,East Singhbhum district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,357
http://www.wikidata.org/entity/Q2269639,Debagarh district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,373
http://www.wikidata.org/entity/Q2087615,Hingoli district,"district in Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,512
http://www.wikidata.org/entity/Q1947359,Sri Muktsar Sahib district,"district in Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,044
http://www.wikidata.org/entity/Q2088458,Bankura district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,339
http://www.wikidata.org/entity/Q2244762,Latehar district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,359
http://www.wikidata.org/entity/Q2301717,Tamenglong district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,273
http://www.wikidata.org/entity/Q1947352,Lunglei district,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,286
http://www.wikidata.org/entity/Q2295925,Bokaro district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,355
http://www.wikidata.org/entity/Q2125592,Burhanpur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,467
http://www.wikidata.org/entity/Q2322000,Narayanpur district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,415
http://www.wikidata.org/entity/Q2362658,Seraikela Kharsawan district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,369
http://www.wikidata.org/entity/Q28169770,Suryapet district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q15923741,South West Khasi Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,
http://www.wikidata.org/entity/Q28419388,Tengnoupal district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q2398551,Dindori district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,453
http://www.wikidata.org/entity/Q5122619,Malkangiri district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,399
http://www.wikidata.org/entity/Q5979727,Morbi district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q16933590,Sukma district,district of Chhattisgarh in India,http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q5071071,Chandigarh district,"district of Chandigarh, India",http://www.wikidata.org/entity/Q43433,Chandigarh,"capital of Punjab and Haryana states, Union Territory of India",055
http://www.wikidata.org/entity/Q2552347,Diu district,"district in Dadra and Nagar Haveli and Daman and Diu, India",http://www.wikidata.org/entity/Q77997266,Dadra and Nagar Haveli and Daman and Diu,Union territory in India,494
http://www.wikidata.org/entity/Q28419390,Kamjong District,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q28169753,Sangareddy district,district in Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q28169759,Warangal Rural district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2363639,Boudh district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,391
http://www.wikidata.org/entity/Q16087996,Unakoti district,district of Tripura in India,http://www.wikidata.org/entity/Q1363,Tripura,Indian state,
http://www.wikidata.org/entity/Q2360266,Baksa district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,324
http://www.wikidata.org/entity/Q16086076,Sipahijala district,"district of Tripura, India",http://www.wikidata.org/entity/Q1363,Tripura,Indian state,
http://www.wikidata.org/entity/Q2668638,Singrauli district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,463
http://www.wikidata.org/entity/Q18003119,Palghar district,"District in Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,
http://www.wikidata.org/entity/Q16056266,Balod district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q15923776,East Jaintia Hills district,district of Meghalaya in India,http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,
http://www.wikidata.org/entity/Q24039029,Charaideo district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q12420995,Kondagaon district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q2980652,Kannur district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,589
http://www.wikidata.org/entity/Q24949218,West Karbi Anglong district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q25553535,South East Delhi district,"district in Delhi, India",http://www.wikidata.org/entity/Q1353,Delhi,Indian metropolis and union territory that includes New Delhi,
http://www.wikidata.org/entity/Q28169773,Nagarkurnool district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q28169750,Nirmal district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q16056268,Balrampur district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q2321899,Kishtwar district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,018
http://www.wikidata.org/entity/Q21018627,Kra Daadi district,district of Arunachal Pradesh in India,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q2983134,Poonch district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,005
http://www.wikidata.org/entity/Q2571393,Tuensang district,"district of Nagaland, India",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,267
http://www.wikidata.org/entity/Q28169761,Mahabubabad district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q28173825,Kakching district,"district in Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q2575633,Janjgir–Champa district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,405
http://www.wikidata.org/entity/Q28169747,Mancherial district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2301769,Chandel district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,280
http://www.wikidata.org/entity/Q2981389,Shimoga District,"district in Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,568
http://www.wikidata.org/entity/Q2396798,Nabarangpur district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,397
http://www.wikidata.org/entity/Q28419389,Noney District,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q2365710,Muzaffarnagar district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,133
http://www.wikidata.org/entity/Q29257278,Purba Bardhaman district,district in West Bengal,http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,
http://www.wikidata.org/entity/Q2341467,Morena district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,419
http://www.wikidata.org/entity/Q24907599,South Salmara-Mankachar District,district of Assam in India,http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q2980880,Kullu district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,026
http://www.wikidata.org/entity/Q2641873,Kalaburgi district,"district in Gulbarga division, Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,579
http://www.wikidata.org/entity/Q2556028,Ganderbal district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,011
http://www.wikidata.org/entity/Q2594218,Budgam district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,002
http://www.wikidata.org/entity/Q15732396,Agar Malwa district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,
http://www.wikidata.org/entity/Q27897618,Jogulamba Gadwal district,district of Telangana in India,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q5979243,Chhota Udaipur district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q15663455,Baloda Bazar district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q2577657,Dumka district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,362
http://www.wikidata.org/entity/Q2353931,Gadag district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,561
http://www.wikidata.org/entity/Q12945777,Sikar district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,111
http://www.wikidata.org/entity/Q2980937,Solan district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,031
http://www.wikidata.org/entity/Q2429655,Thrissur district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,594
http://www.wikidata.org/entity/Q5706885,Mahisagar district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q28169775,Jayashankar Bhupalpally district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2983553,Bandipore district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,009
http://www.wikidata.org/entity/Q28419387,Jiribam District,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q2308319,South 24 Parganas district,"district in West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,343
http://www.wikidata.org/entity/Q2724926,Palwal district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,089
http://www.wikidata.org/entity/Q2577997,Rayagada district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,396
http://www.wikidata.org/entity/Q28169780,Jagtial district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q28172504,Wanaparthy district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2321867,Kulgam district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,015
http://www.wikidata.org/entity/Q28769140,Kalimpong district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,
http://www.wikidata.org/entity/Q27614841,Medchal–Malkajgiri district,district of Telangana in India,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2367388,Nayagarh district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,385
http://www.wikidata.org/entity/Q2728658,Cooch Behar district,"District of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,329
http://www.wikidata.org/entity/Q29215602,Paschim Bardhaman district,"District of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,
http://www.wikidata.org/entity/Q2373368,Lower Dibang Valley district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,258
http://www.wikidata.org/entity/Q2577924,Satna District,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,429
http://www.wikidata.org/entity/Q2329181,West Garo Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,293
http://www.wikidata.org/entity/Q28419386,Kangpokpi District,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q2980986,Jamtara district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,363
http://www.wikidata.org/entity/Q16938031,Surajpur district,district of Chhattisgarh in India,http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q2341660,Mumbai City district,district of Maharashtra in Konkan Division,http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,519
http://www.wikidata.org/entity/Q2321939,Ramban district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,017
http://www.wikidata.org/entity/Q2982349,Anantnag district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,014
http://www.wikidata.org/entity/Q2577551,Jashpur district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,402
http://www.wikidata.org/entity/Q2667586,Alirajpur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,465
http://www.wikidata.org/entity/Q28172110,Charkhi Dadri district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,
http://www.wikidata.org/entity/Q2329228,South Garo Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,295
http://www.wikidata.org/entity/Q2980705,Pilibhit district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,151
http://www.wikidata.org/entity/Q2999938,Shamli district,district of Uttar Pradesh in India,http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,
http://www.wikidata.org/entity/Q10784153,Lakshadweep District,"District in Lakshadweep Union Territory, India",http://www.wikidata.org/entity/Q26927,Lakshadweep,Union Territory of India,587
http://www.wikidata.org/entity/Q29168456,Jhargram district,district of West Bengal,http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,
http://www.wikidata.org/entity/Q27956125,Kamareddy District,district of Telangana in India,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2302065,Giridih district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,349
http://www.wikidata.org/entity/Q2353293,Barnala district,"district in Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,054
http://www.wikidata.org/entity/Q16086680,Khowai district,district of Tripura in India,http://www.wikidata.org/entity/Q1363,Tripura,Indian state,
http://www.wikidata.org/entity/Q16086497,Gomati district,district of Tripura in India,http://www.wikidata.org/entity/Q1363,Tripura,Indian state,
http://www.wikidata.org/entity/Q13476249,Mungeli district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q2341700,Bhind district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,420
http://www.wikidata.org/entity/Q2341630,Panna district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,426
http://www.wikidata.org/entity/Q2768290,Mandya district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,573
http://www.wikidata.org/entity/Q28172781,Rajanna Sircilla district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2321956,Reasi district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,020
http://www.wikidata.org/entity/Q21559824,Namsai district,district of Arunachal Pradesh in India,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q2310530,Kanker district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,413
http://www.wikidata.org/entity/Q14505072,Botad district,"district in Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q15244465,Gir Somnath district,"district in Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q2597889,Simdega District,"district in Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,367
http://www.wikidata.org/entity/Q15961576,South West Garo Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,
http://www.wikidata.org/entity/Q3000436,Sambhal district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,
http://www.wikidata.org/entity/Q13181190,West Jaintia Hills district,district of Meghalaya,http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,
http://www.wikidata.org/entity/Q27614797,Peddapalli district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q24699407,Hojai district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q5627568,Longding district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q28169767,Bhadradri Kothagudem district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q14594717,Devbhoomi Dwarka district,"district in Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q2733369,Chandauli district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,196
http://www.wikidata.org/entity/Q2341670,Mandla district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,454
http://www.wikidata.org/entity/Q2982118,Jamnagar district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,477
http://www.wikidata.org/entity/Q28169764,Yadadri Bhuvanagiri district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2302076,Garhwa district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,346
http://www.wikidata.org/entity/Q2375700,Kathua District,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,007
http://www.wikidata.org/entity/Q28110722,Biswanath district,"district in Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q12175285,Aravalli district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,
http://www.wikidata.org/entity/Q28169756,Siddipet district,district in Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q28170184,Kumaram Bheem Asifabad district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2341800,Rajnandgaon district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,408
http://www.wikidata.org/entity/Q2329717,Baran district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,128
http://www.wikidata.org/entity/Q48731903,Noklak district,"district in India, Nagaland",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,
http://www.wikidata.org/entity/Q2341616,Narsinghpur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,452
http://www.wikidata.org/entity/Q5653340,Hapur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,
http://www.wikidata.org/entity/Q2574898,Chirang district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,320
http://www.wikidata.org/entity/Q13602925,Lower Siang district,district of Arunachal Pradesh,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q2339648,Mon district,"district of Nagaland, India",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,261
http://www.wikidata.org/entity/Q2663612,Ramgarh district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,361
http://www.wikidata.org/entity/Q2379189,South West Delhi district,"district of Delhi, India",http://www.wikidata.org/entity/Q1353,Delhi,Indian metropolis and union territory that includes New Delhi,097
