place_name,dcid
Community College of Allegheny County,ipedsId/210605
Community College of Beaver County,ipedsId/211079
Bucks County Community College,ipedsId/211307
Butler County Community College,ipedsId/211343
Delaware County Community College,ipedsId/211927
Harrisburg Area Community College-Harrisburg,ipedsId/212878
Lehigh Carbon Community College,ipedsId/213525
Luzerne County Community College,ipedsId/213659
Montgomery County Community College,ipedsId/214111
Pennsylvania Highlands Community College,ipedsId/414911
Community College of Philadelphia,ipedsId/215239
Reading Area Community College,ipedsId/215585
Westmoreland County Community College,ipedsId/216825
Bloomsburg University of Pennsylvania,ipedsId/211158
California University of Pennsylvania,ipedsId/211361
Cheyney University of Pennsylvania,ipedsId/211608
Clarion University of Pennsylvania,ipedsId/211644
East Stroudsburg University of Pennsylvania,ipedsId/212115
Edinboro University of Pennsylvania,ipedsId/212160
Indiana University of Pennsylvania-Main Campus,ipedsId/213020
Kutztown University of Pennsylvania,ipedsId/213349
Lock Haven University,ipedsId/213613
Mansfield University of Pennsylvania,ipedsId/213783
Millersville University of Pennsylvania,ipedsId/214041
Shippensburg University of Pennsylvania,ipedsId/216010
Slippery Rock University of Pennsylvania,ipedsId/216038
West Chester University of Pennsylvania,ipedsId/216764
Lincoln University,ipedsId/213598
Pennsylvania State University-Main Campus,ipedsId/214777
Pennsylvania State University-Penn State Abington,ipedsId/214801
Pennsylvania State University-Penn State Altoona,ipedsId/214689
Pennsylvania State University-Penn State Beaver,ipedsId/214698
Pennsylvania State University-Penn State Berks,ipedsId/214704
Pennsylvania State University-Penn State Brandywine,ipedsId/214731
Pennsylvania State University-Penn State DuBois,ipedsId/214740
Pennsylvania State University-Penn State Erie-Behrend College,ipedsId/214591
Pennsylvania State University-Penn State Fayette- Eberly,ipedsId/214759
Pennsylvania State University-Penn State Greater Allegheny,ipedsId/214786
Pennsylvania State University-Penn State Harrisburg,ipedsId/214713
Pennsylvania State University-Penn State Hazleton,ipedsId/214768
Pennsylvania State University-Penn State Lehigh Valley,ipedsId/214670
Pennsylvania State University-Penn State Mont Alto,ipedsId/214795
Pennsylvania State University-Penn State New Kensington,ipedsId/214625
Pennsylvania State University-Penn State Schuylkill,ipedsId/214810
Pennsylvania State University-Penn State Wilkes-Barre,ipedsId/214643
Pennsylvania State University-Penn State Worthington Scranton,ipedsId/214652
Pennsylvania State University-Penn State York,ipedsId/214829
Temple University,ipedsId/216339
University of Pittsburgh-Bradford,ipedsId/215266
University of Pittsburgh-Greensburg,ipedsId/215275
University of Pittsburgh-Johnstown,ipedsId/215284
University of Pittsburgh-Pittsburgh Campus,ipedsId/215293
Pennsylvania State University-Penn State Shenango,ipedsId/214634
Pennsylvania State University-World Campus,ipedsId/479956
Pennsylvania College of Technology,ipedsId/366252
The Pennsylvania State University,
