,PubChem ID,ChEMBL ID
1536,5284569,CHEMBL1457
1537,408334,
1538,5754,CHEMBL389621
1539,3647,CHEMBL1763
1540,784,CHEMBL71595
1541,5284570,CHEMBL398707
1542,,
1543,,
1544,11953898,
1545,3652,CHEMBL1535
1546,,
1547,,
1548,,
1549,16051924,
1550,,
1551,3657,CHEMBL467
1552,3658,CHEMBL896
1553,64692,
1554,,
1555,,
1556,,
1557,,
1558,,
1559,60852,CHEMBL997
1560,,
1561,24821094,CHEMBL1873475
1562,3671,CHEMBL19449
1563,15250,CHEMBL341812
1564,3672,CHEMBL521
1565,60753,CHEMBL533
1566,71364,
1567,,
1568,446284,CHEMBL460026
1569,22024915,CHEMBL2087361
1570,42890,CHEMBL1117
1571,5905,CHEMBL788
1572,,
1573,,
1574,3690,CHEMBL1024
1575,124246,CHEMBL2107455
1576,214351,CHEMBL2106370
1577,,
1578,6443959,
1579,5291,CHEMBL941
1580,,
1581,,
1582,,
1583,,
1584,,
1585,,
1586,,
1587,,
1588,,
1589,104838,CHEMBL148
1590,3696,CHEMBL11
1591,57469,CHEMBL1282
1592,,
1593,,
1594,,
1595,,
1596,,
1597,,
1598,,
1599,,
1600,6918554,CHEMBL1095777
1601,3702,CHEMBL406
1602,52195,CHEMBL1201242
1603,,
1604,5362440,CHEMBL115
1605,,
1606,,
1607,,
1608,3715,CHEMBL6
1609,,
1610,,
1611,,
1612,,
1613,121493436,
1614,,
1615,,
1616,,
1617,,
1618,,
1619,,
1620,,
1621,,
1622,,
1623,71301236,
1624,,
1625,,
1626,,
1627,,
1628,,
1629,,
1630,,
1631,,
1632,,
1633,,
1634,,
1635,,
1636,,
1637,,
1638,,
1639,,
1640,,
1641,,
1642,,
1643,,
1644,,
1645,,
1646,,
1647,,
1648,,
1649,24763,
1650,,
1651,,
1652,,
1653,,
1654,,
1655,,
1656,,
1657,3739,CHEMBL1165268
1658,3724,CHEMBL1200507
1659,3730,CHEMBL1200455
1660,3037234,
1661,,
1662,43232,
1663,,
1664,3749,CHEMBL1513
1665,60838,CHEMBL481
1666,23925,
1667,,
1668,,
1669,,
1670,,
1671,,
1672,,
1673,,
1674,,
1675,,
1676,3759,CHEMBL1201168
1677,3762,CHEMBL1201213
1678,3763,CHEMBL1256
1679,5936,CHEMBL1025
1680,22297,CHEMBL1697841
1681,3767,CHEMBL64
1682,6474062,
1683,3775,CHEMBL1201232
1684,3776,CHEMBL582
1685,3779,CHEMBL434
1686,6883,CHEMBL6622
1687,27661,CHEMBL1311
1688,,
1689,,
1690,5538,CHEMBL1235644
1691,54677972,CHEMBL53292
1692,6450816,CHEMBL2347651
1693,3784,CHEMBL1648
1694,,
1695,55283,
1696,132999,CHEMBL471737
1697,16220172,CHEMBL2010601
1698,71494926,
1699,72722243,
1700,46936176,
1701,71657455,CHEMBL3989958
1702,,
1703,,
1704,23305354,
1705,5282165,CHEMBL224436
1706,6032,CHEMBL1384
1707,,
1708,3821,CHEMBL742
1709,,
1710,33746,CHEMBL2104356
1711,10101,CHEMBL47072
1712,47576,CHEMBL295698
1713,3825,CHEMBL571
1714,3826,CHEMBL469
1715,3827,CHEMBL534
1716,,
1717,,
1718,3869,CHEMBL429
1719,5311217,CHEMBL460291
1720,219078,CHEMBL58323
1721,84571,
1722,11333,CHEMBL296306
1723,5282136,CHEMBL1742461
1724,5950,CHEMBL279597
1725,60825,CHEMBL141
1726,,
1727,3878,CHEMBL741
1728,3883,CHEMBL480
1729,,
1730,208908,CHEMBL554
1731,6322,CHEMBL1485
1732,,
1733,9867642,CHEMBL426559
1734,67330085,CHEMBL3989939
1735,6267,CHEMBL58832
1736,5960,CHEMBL274323
1737,47499,CHEMBL74632
1738,5282380,CHEMBL364375
1739,11440210,
1740,,
1741,10917,CHEMBL1149
1742,9750,CHEMBL444814
1743,5862,CHEMBL863
1744,67678,CHEMBL590540
1745,,
1746,67505836,CHEMBL2374220
1747,72734365,
1748,3899,CHEMBL960
1749,216326,CHEMBL848
1750,9823820,CHEMBL1289601
1751,,
1752,16132441,
1753,65866,CHEMBL250270
1754,,
1755,53465279,CHEMBL2105720
1756,45138674,CHEMBL1241951
1757,3902,CHEMBL1444
1758,6006,
1759,,
1760,3911,
1761,5359371,CHEMBL1254682
1762,26879,CHEMBL1454
1763,441341,CHEMBL150361
1764,39468,CHEMBL1201237
1765,92253,CHEMBL1201193
1766,54385,
1767,6047,CHEMBL1009
1768,149096,CHEMBL33
1769,444412,
1770,,
1771,15130,CHEMBL1514
1772,6917779,CHEMBL99946
1773,164739,CHEMBL677
1774,13109,CHEMBL1389
1775,5359272,CHEMBL592
1776,3033825,CHEMBL2051955
1777,5819,CHEMBL1624
1778,33032,CHEMBL575060
1779,5961,CHEMBL930
1780,6274,CHEMBL17962
1781,3676,CHEMBL79
1782,11720242,
1783,9911821,
1784,3926,CHEMBL92870
1785,656509,
1786,,
1787,727,CHEMBL1200921
1788,441401,CHEMBL126
1789,5920,CHEMBL1544
1790,71371,
1791,,
1792,,
1793,,
1794,,
1795,6112,CHEMBL134342
1796,,
1797,44147092,
1798,11597697,CHEMBL1201178
1799,5362119,CHEMBL1237
1800,6306,CHEMBL1233584
1801,28864,CHEMBL157138
1802,28486,CHEMBL1234004
1803,,
1804,,
1805,,
1806,857,CHEMBL46575
1807,5962,CHEMBL8085
1808,38853,CHEMBL459
1809,135415868,CHEMBL1221561
1810,,
1811,,
1812,30668,CHEMBL17860
1813,3948,CHEMBL561
1814,,
1815,3950,CHEMBL514
1816,148195,CHEMBL298734
1817,,
1818,3955,CHEMBL841
1819,92727,CHEMBL729
1820,,
1821,3956,
1822,3957,CHEMBL998
1823,3958,CHEMBL580
1824,,
1825,71731823,CHEMBL3286830
1826,6262,CHEMBL446143
1827,5282204,
1828,3961,CHEMBL191
1829,10131269,
1830,444025,CHEMBL1200865
1831,53232,CHEMBL503
1832,,
1833,,
1834,,
1835,,
1836,3964,CHEMBL831
1837,3965,CHEMBL19299
1838,6140,CHEMBL301523
1839,145742,CHEMBL54922
1840,5951,CHEMBL11298
1841,6288,CHEMBL291747
1842,6305,CHEMBL54976
1843,6057,CHEMBL925
1844,656719,
1845,10180,CHEMBL279014
1846,25031915,CHEMBL2220486
1847,16678941,CHEMBL2103870
1848,6437380,CHEMBL38827
1849,151166,CHEMBL404108
1850,,
1851,213046,CHEMBL1237021
1852,,
1853,,
1854,49843517,CHEMBL2107831
1855,,
1856,6287,CHEMBL43068
1857,25195354,CHEMBL2110730
1858,,
1859,54707177,
1860,,
1861,,
1862,,
1863,888,
1864,,
1865,,
1866,,
1867,,
1868,14792,CHEMBL1200572
1869,24083,CHEMBL2021423
1870,71312620,
1871,,
1872,4004,CHEMBL1200468
1873,453,CHEMBL16105
1874,,
1875,,
1876,4011,CHEMBL21731
1877,3002977,CHEMBL584744
1878,119031,CHEMBL279785
1879,10074640,CHEMBL1908391
1880,71398,CHEMBL313972
1881,,
1882,,
1883,4020,CHEMBL781
1884,,
1885,4030,CHEMBL685
1886,4032,CHEMBL267936
1887,,
1888,4033,CHEMBL427
1889,4034,CHEMBL1623
1890,4037,CHEMBL509
1891,,
1892,,
1893,,
1894,,
1895,10631,CHEMBL1390
1896,,
1897,247839,CHEMBL1201173
1898,4044,CHEMBL686
1899,4046,CHEMBL416956
1900,19090,CHEMBL4071215
1901,,
1902,,
1903,,
1904,896,CHEMBL45
1905,,
1906,5281106,
1907,4053,CHEMBL429405
1908,4054,CHEMBL807
1909,4055,CHEMBL590
1910,23665888,CHEMBL2358118
1911,,
1912,,
1913,16666,CHEMBL470670
1914,4057,CHEMBL524004
1915,4058,CHEMBL607
1916,45266826,CHEMBL4094396
1917,3677,CHEMBL1201234
1918,4060,CHEMBL861
1919,4062,CHEMBL1087
1920,4064,CHEMBL979
1921,,
1922,4066,CHEMBL73451
1923,667490,CHEMBL1425
1924,,
1925,,
1926,153241,CHEMBL304087
1927,64778,
1928,4075,CHEMBL704
1929,,
1930,4078,CHEMBL1088
1931,6291,CHEMBL1201151
1932,11115,CHEMBL2110959
1933,5906,CHEMBL1201319
1934,15459,CHEMBL1079604
1935,4091,CHEMBL1431
1936,1993,CHEMBL978
1937,,
1938,5281054,
1939,4095,CHEMBL651
1940,10517,CHEMBL170179
1941,10836,CHEMBL1201201
1942,,
1943,4097,CHEMBL1201264
1944,4099,CHEMBL450
1945,4100,CHEMBL1335656
1946,14677,CHEMBL1200959
1947,1349907,CHEMBL1515
1948,6137,CHEMBL42336
1949,4107,CHEMBL1201117
1950,9034,CHEMBL7413
1951,126941,CHEMBL34259
1952,72287,CHEMBL1764
1953,6082,CHEMBL524
1954,4114,CHEMBL416
1955,4116,CHEMBL1341
1956,4117,CHEMBL2010507
1957,6476,CHEMBL697
1958,4121,CHEMBL1577
1959,157922,CHEMBL1096562
1960,,
1961,,
1962,,
1963,,
1964,,
1965,8226,CHEMBL1201356
1966,,
1967,4158,CHEMBL796
1968,8271,CHEMBL45029
1969,6741,CHEMBL650
1970,4120,CHEMBL107979
1971,,
1972,4162,CHEMBL1200790
1973,9681,CHEMBL1065
1974,6087,CHEMBL575
1975,31477,CHEMBL1291
1976,4167,CHEMBL1201342
1977,4168,CHEMBL86
1978,21233,CHEMBL1259
1979,4170,CHEMBL878
1980,4171,CHEMBL13
1981,443944,CHEMBL462394
1982,4173,CHEMBL137
1983,4174,CHEMBL934
1984,441350,CHEMBL1200862
1985,4178,CHEMBL558
1986,656511,CHEMBL1731
1987,11512578,CHEMBL379173
1988,4184,CHEMBL6437
1989,60663,CHEMBL45816
1990,477468,CHEMBL457547
1991,4189,CHEMBL91
1992,4192,CHEMBL655
1993,4195,CHEMBL1201212
1994,9829523,CHEMBL608533
1995,55245,CHEMBL1276308
1996,176077,CHEMBL110458
1997,441314,CHEMBL1561
1998,51634,CHEMBL1029
1999,,
2000,65833,CHEMBL252923
2001,4197,CHEMBL189
2002,440473,CHEMBL245416
2003,4199,CHEMBL278819
2004,,
2005,,
2006,5281021,
2007,4201,CHEMBL609587
2008,,
2009,9865528,CHEMBL2095212
2010,68752,CHEMBL2106551
2011,4205,CHEMBL654
2012,5282381,CHEMBL606
2013,3047758,
2014,5746,CHEMBL105
2015,4211,CHEMBL1670
2016,4212,CHEMBL58
2017,5281042,CHEMBL1182833
2018,,
2019,65906,CHEMBL94454
2020,,
2021,15950362,
2022,4235,CHEMBL86304
2023,4236,CHEMBL1373
2024,91270,CHEMBL1165
2025,23897,CHEMBL460
2026,,
2027,123620,
2028,,
2029,,
2030,,
2031,,
2032,7638,CHEMBL1388
2033,,
2034,5281040,CHEMBL787
2035,34633,CHEMBL1075
2036,,
2037,5288826,CHEMBL70
2038,11667893,CHEMBL572881
2039,,
2040,152946,CHEMBL32
2041,,
2042,,
2043,,
2044,,
2045,,
2046,,
2047,,
2048,446596,CHEMBL719
2049,,
2050,,
2051,,
2052,,
2053,,
2054,,
2055,,
2056,,
2057,5281078,CHEMBL1456
2058,446541,CHEMBL866
2059,,
2060,5284592,CHEMBL947
2061,4409,CHEMBL1070
2062,439174,CHEMBL240524
2063,903,CHEMBL33103
2064,39147,CHEMBL649
2065,,
2066,25077649,
2067,8982,CHEMBL1443
2068,47641,CHEMBL626
2069,5360630,CHEMBL3039334
2070,4421,CHEMBL5
2071,5284594,CHEMBL982
2072,5284596,CHEMBL80
2073,5360515,CHEMBL19019
2074,9904,CHEMBL757
2075,,
2076,4436,CHEMBL761
2077,,
2078,1302,CHEMBL12952
2079,4440,CHEMBL1278
2080,439246,CHEMBL9352
2081,,
2082,,
2083,,
2084,,
2085,5281099,
2086,60026,
2087,,
2088,,
2089,24978538,CHEMBL443684
2090,71301,CHEMBL434394
2091,50294,CHEMBL746
2092,4449,CHEMBL623
2093,3011155,CHEMBL1201112
2094,64143,CHEMBL584
2095,,
2096,8378,CHEMBL184618
2097,4456,CHEMBL278020
2098,151075,CHEMBL1021
2099,6367078,
2100,9915743,CHEMBL180022
2101,,
2102,,
2103,,
2104,441306,CHEMBL1572
2105,,
2106,,
2107,4463,CHEMBL57
2108,,
2109,938,CHEMBL573
2110,4474,CHEMBL1484
2111,34040,CHEMBL1372950
2112,4477,CHEMBL1448
2113,47528,CHEMBL284906
2114,942,CHEMBL440464
2115,,
2116,4485,CHEMBL193
2117,4488,CHEMBL63323
2118,644241,CHEMBL255863
2119,4493,CHEMBL1274
2120,4494,CHEMBL517427
2121,4495,CHEMBL56367
2122,4497,CHEMBL1428
2123,24958200,CHEMBL1094636
2124,4499,CHEMBL1726
2125,41684,CHEMBL1401
2126,115355,CHEMBL1337
2127,4506,CHEMBL13209
2128,4507,CHEMBL475534
2129,145068,CHEMBL1200689
2130,,
2131,,
2132,,
2133,5353830,CHEMBL1515795
2134,5447130,CHEMBL869
2135,,
2136,,
2137,4510,CHEMBL730
2138,,
2139,11963622,
2140,,
2141,,
2142,19910,CHEMBL1454910
2143,,
2144,3033637,
2145,,
2146,,
2147,72385,CHEMBL1410
2148,,
2149,,
2150,,
2151,,
2152,13752005,
2153,439260,CHEMBL1437
2154,6230,CHEMBL1162
2155,4539,CHEMBL9
2156,6540478,CHEMBL1200934
2157,13109,CHEMBL1389
2158,4543,CHEMBL445
2159,,
2160,9346,
2161,4549,CHEMBL1256759
2162,4553,CHEMBL7162
2163,,
2164,,
2165,131801471,
2166,,
2167,,
2168,11953884,
2169,,
2170,,
2171,,
2172,383414,CHEMBL262746
2173,,
2174,,
2175,4583,CHEMBL4
2176,4585,
2177,,
2178,,
2179,130881,CHEMBL1200692
2180,5281071,CHEMBL1189432
2181,6003770,
2182,,
2183,,
2184,54767916,CHEMBL3127326
2185,91824755,
2186,,
2187,4594,CHEMBL1503
2188,,
2189,4595,CHEMBL46
2190,,
2191,,
2192,,
2193,,
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,4086,CHEMBL776
2203,,
2204,,
2205,,
2206,,
2207,3034010,CHEMBL175247
2208,4601,CHEMBL900
2209,65028,CHEMBL1229
2210,71496458,CHEMBL3353410
2211,,
2212,,
2213,3036505,CHEMBL2105395
2214,,
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,,
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
2236,,
2237,,
2238,,
2239,,
2240,,
2241,,
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,,
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,,
2275,,
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,,
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,,
2315,,
2316,,
2317,,
2318,,
2319,,
2320,,
2321,,
2322,,
2323,,
2324,,
2325,,
2326,,
2327,,
2328,,
2329,,
2330,,
2331,,
2332,,
2333,,
2334,,
2335,,
2336,,
2337,,
2338,,
2339,,
2340,,
2341,,
2342,,
2343,,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,,
2353,,
2354,,
2355,,
2356,,
2357,,
2358,,
2359,,
2360,,
2361,,
2362,,
2363,,
2364,,
2365,,
2366,,
2367,,
2368,,
2369,,
2370,,
2371,,
2372,,
2373,439501,CHEMBL222863
2374,,
2375,6196,CHEMBL819
2376,6857599,
2377,4612,CHEMBL847
2378,5878,CHEMBL1200436
2379,4614,CHEMBL1071
2380,,
2381,4616,CHEMBL568
2382,,
2383,,
2384,34312,CHEMBL1068
2385,,
2386,5361463,
2387,4631,CHEMBL546
2388,656652,
2389,4632,CHEMBL1625
2390,4633,CHEMBL1200
2391,4634,CHEMBL1231
2392,5284603,CHEMBL656
2393,,
2394,4636,CHEMBL762
2395,59054565,
2396,4641,CHEMBL1228
2397,4642,CHEMBL1495
2398,5749,CHEMBL1201286
2399,5280972,
2400,,
2401,439302,CHEMBL395429
2402,,
2403,36314,CHEMBL428647
2404,3081927,CHEMBL478858
2405,,
2406,5330286,CHEMBL189963
2407,,
2408,115237,CHEMBL1621
2409,,
2410,148211,CHEMBL1276421
2411,10290,CHEMBL472698
2412,4674,CHEMBL834
2413,,
2414,,
2415,,
2416,441289,CHEMBL185073
2417,,
2418,6918837,CHEMBL483254
2419,4679,CHEMBL1502
2420,,
2421,4680,CHEMBL19224
2422,,
2423,,
2424,,
2425,,
2426,,
2427,8280,CHEMBL1100
2428,5875,CHEMBL1579
2429,,
2430,,
2431,119828,CHEMBL1206690
2432,4688,CHEMBL673
2433,5281104,CHEMBL1200622
2434,45110509,CHEMBL3391662
2435,165580,CHEMBL370143
2436,43815,CHEMBL490
2437,,
2438,11525740,CHEMBL1201733
2439,,
2440,51081,CHEMBL267648
2441,,
2442,,
2443,,
2444,,
2445,,
2446,,
2447,,
2448,,
2449,,
2450,,
2451,60843,
2452,57697,CHEMBL1201198
2453,4723,CHEMBL1177
2454,37464,CHEMBL1290
2455,4725,
2456,5852,CHEMBL1430
2457,,
2458,5904,CHEMBL29
2459,,
2460,6869,CHEMBL615
2461,444007,
2462,4735,CHEMBL55
2463,,
2464,441278,CHEMBL560
2465,4737,CHEMBL448
2466,5850,CHEMBL1271
2467,37720,CHEMBL4073796
2468,439693,CHEMBL1580
2469,4740,CHEMBL628
2470,,
2471,,
2472,,
2473,6432,CHEMBL1663
2474,47811,CHEMBL531
2475,4746,CHEMBL75880
2476,,
2477,107807,CHEMBL1581
2478,,
2479,,
2480,,
2481,40326,CHEMBL1525
2482,115367,CHEMBL1713496
2483,,
2484,4748,CHEMBL567
2485,,
2486,,
2487,,
2488,10461815,CHEMBL450786
2489,4753,CHEMBL918
2490,4754,CHEMBL16073
2491,40113,CHEMBL1709464
2492,4756,CHEMBL1625467
2493,6468,CHEMBL275528
2494,12460,CHEMBL1744
2495,3675,CHEMBL1089
2496,8249,CHEMBL170988
2497,11291,CHEMBL278398
2498,4760,CHEMBL711
2499,4761,CHEMBL1193
2500,4762,CHEMBL1201208
2501,4763,CHEMBL40
2502,996,CHEMBL14060
2503,,
2504,,
2505,,
2506,,
2507,4768,CHEMBL753
2508,9908,
2509,6839,CHEMBL797
2510,4771,CHEMBL1574
2511,5775,CHEMBL597
2512,23690424,CHEMBL1200358
2513,,
2514,4781,CHEMBL101
2515,6041,CHEMBL1215
2516,,
2517,26934,CHEMBL2092846
2518,1775,CHEMBL16
2519,,
2520,6323481,
2521,,
2522,,
2523,,
2524,,
2525,,
2526,,
2527,5983,CHEMBL94
2528,4812,
2529,31304,
2530,5910,CHEMBL550
2531,4820,CHEMBL163238
2532,17753757,
2533,16362,CHEMBL1423
2534,4828,CHEMBL500
2535,4829,CHEMBL595
2536,,
2537,50192,CHEMBL1201206
2538,43672,CHEMBL702
2539,122262,CHEMBL303933
2540,4837,CHEMBL1412
2541,,
2542,,
2543,,
2544,,
2545,4842,CHEMBL1585
2546,62867,CHEMBL398880
2547,4845,CHEMBL1094966
2548,4848,CHEMBL9967
2549,,
2550,5280452,
2551,,
2552,9948102,CHEMBL462605
2553,,
2554,,
2555,33478,CHEMBL3182343
2556,36272,
2557,,
2558,,
2559,,
2560,,
2561,,
2562,,
2563,65015,CHEMBL18442
2564,,
2565,,
2566,10607,CHEMBL61
2567,,
2568,,
2569,,
2570,,
2571,,
2572,,
2573,,
2574,4868,CHEMBL241797
2575,,
2576,,
2577,169893,
2578,4870,CHEMBL1587
2579,24826799,CHEMBL1171837
2580,57166,
2581,147912,CHEMBL221872
2582,,
2583,,
2584,,
2585,4873,CHEMBL1200731
2586,,
2587,4875,CHEMBL1141
2588,2723920,CHEMBL3184847
2589,,
2590,,
2591,,
2592,443371,CHEMBL1358416
2593,5353894,
2594,59868,CHEMBL249420
2595,,
2596,115100,
2597,6918456,CHEMBL1201772
2598,54687,CHEMBL1144
2599,4890,CHEMBL969
2600,4891,CHEMBL976
2601,4893,CHEMBL2
2602,52421,
2603,5755,CHEMBL131
2604,5865,CHEMBL635
2605,5486971,CHEMBL1059
2606,,
2607,,
2608,,
2609,,
2610,,
2611,,
2612,,
2613,,
2614,,
2615,,
2616,,
2617,9795739,CHEMBL596802
2618,4906,CHEMBL1194
2619,4908,CHEMBL506
2620,4909,CHEMBL856
2621,4911,CHEMBL897
2622,4912,CHEMBL608
2623,4913,CHEMBL640
2624,4914,CHEMBL569
2625,4915,CHEMBL1321
2626,688561,CHEMBL1478530
2627,4917,CHEMBL728
2628,4919,CHEMBL86715
2629,7099,CHEMBL55400
2630,5361323,
2631,5994,CHEMBL103
2632,,
2633,,
2634,,
2635,,
2636,6178111,CHEMBL1377
2637,,
2638,4926,CHEMBL564
2639,4927,CHEMBL643
2640,4932,CHEMBL631
2641,4934,CHEMBL1180725
2642,4935,CHEMBL1196
2643,4747,CHEMBL251940
2644,,
2645,4940,CHEMBL1201210
2646,,
2647,4943,CHEMBL526
2648,15330,CHEMBL300117
2649,4946,CHEMBL27
2650,,
2651,7558,CHEMBL2105275
2652,657298,CHEMBL1518
2653,,
2654,5280360,CHEMBL548
2655,5280427,
2656,,
2657,,
2658,,
2659,,
2660,,
2661,,
2662,,
2663,,
2664,,
2665,,
2666,,
2667,4976,CHEMBL668
2668,7028,CHEMBL1590
2669,,
2670,,
2671,,
2672,,
2673,,
2674,,
2675,,
2676,,
2677,,
2678,1046,CHEMBL614
2679,,
2680,,
2681,,
2682,,
2683,,
2684,4991,CHEMBL1115
2685,1050,CHEMBL102970
2686,1051,CHEMBL82202
2687,1054,CHEMBL1364
2688,4992,CHEMBL511
2689,4993,CHEMBL36
2690,,
2691,,
2692,1060,CHEMBL1162144
2693,,
2694,,
2695,4999,CHEMBL1200472
2696,5002,CHEMBL716
2697,237,CHEMBL7568
2698,54892,CHEMBL1592
2699,9046,CHEMBL1201165
2700,6307,CHEMBL1532
2701,441074,CHEMBL1294
2702,,
2703,8549,CHEMBL387326
2704,,
2705,,
2706,,
2707,,
2708,,
2709,,
2710,,
2711,11953896,
2712,,
2713,5029,CHEMBL1219
2714,,
2715,,
2716,,
2717,5035,CHEMBL81
2718,,
2719,104758,
2720,208902,CHEMBL1218
2721,5362129,CHEMBL1168
2722,,
2723,,
2724,3001055,CHEMBL512
2725,56959,CHEMBL1404
2726,3052776,CHEMBL887
2727,,
2728,,
2729,,
2730,65856,CHEMBL180101
2731,439153,
2732,5884,CHEMBL407009
2733,219024,CHEMBL317052
2734,,
2735,121304016,CHEMBL4065616
2736,60815,CHEMBL1005
2737,5462340,
2738,54477,CHEMBL22242
2739,,
2740,,
2741,65981,CHEMBL1272
2742,5280954,CHEMBL1668
2743,5770,CHEMBL772
2744,,
2745,,
2746,445154,CHEMBL165
2747,6918462,
2748,,
2749,,
2750,638015,CHEMBL81379
2751,,
2752,,
2753,,
2754,,
2755,37542,CHEMBL1643
2756,44631912,CHEMBL3545110
2757,493570,CHEMBL1534
2758,11520894,CHEMBL2103839
2759,5362391,CHEMBL280728
2760,6323490,
2761,5381226,
2762,6323497,
2763,6436173,CHEMBL1617
2764,5070,CHEMBL744
2765,5071,CHEMBL959
2766,39507,CHEMBL111461
2767,104850,CHEMBL111
2768,135537060,
2769,11304743,CHEMBL2107834
2770,5245,CHEMBL923
2771,5073,CHEMBL85
2772,33572,CHEMBL785
2773,392622,CHEMBL163
2774,,
2775,,
2776,77991,CHEMBL636
2777,5078,CHEMBL905
2778,441290,CHEMBL1201244
2779,5090,CHEMBL122
2780,449193,CHEMBL193240
2781,448055,CHEMBL430893
2782,5282179,
2783,5352062,CHEMBL343448
2784,5095,CHEMBL589
2785,71273,
2786,77999,CHEMBL121
2787,287180,CHEMBL291157
2788,153976,CHEMBL2068971
2789,6439133,
2790,,
2791,,
2792,59227,CHEMBL1303
2793,57537,
2794,,
2795,444037,CHEMBL1476500
2796,,
2797,9931954,CHEMBL1173055
2798,129228,CHEMBL1201754
2799,133017,CHEMBL91397
2800,25126798,CHEMBL1789941
2801,11317883,
2802,,
2803,,
2804,34756,CHEMBL224120
2805,2083,CHEMBL714
2806,,
2807,,
2808,,
2809,338,CHEMBL424
2810,,
2811,,
2812,,
2813,5152,CHEMBL1263
2814,16129616,
2815,5161,CHEMBL154111
2816,,
2817,6441188,
2818,60921,CHEMBL305544
2819,60787,CHEMBL296480
2820,,
2821,,
2822,,
2823,,
2824,,
2825,11243969,CHEMBL385517
2826,4306515,CHEMBL26915
2827,,
2828,,
2829,5184,CHEMBL13030
2830,185617,CHEMBL487805
2831,31143,CHEMBL3561391
2832,,
2833,,
2834,,
2835,,
2836,,
2837,,
2838,,
2839,,
2840,,
2841,,
2842,26757,CHEMBL972
2843,,
2844,24011,
2845,,
2846,10127622,CHEMBL1614701
2847,,
2848,,
2849,,
2850,,
2851,,
2852,9824918,CHEMBL450044
2853,16129620,
2854,,
2855,,
2856,,
2857,65863,CHEMBL1201196
2858,60149,CHEMBL12713
2859,68617,CHEMBL809
2860,3085017,CHEMBL1201798
2861,5206,CHEMBL1200694
2862,,
2863,,
2864,5210,CHEMBL1419
2865,5212,
2866,31553,CHEMBL431701
2867,,
2868,,
2869,,
2870,,
2871,,
2872,441244,CHEMBL1382627
2873,66576988,
2874,54454,CHEMBL1064
2875,9825652,CHEMBL3526439
2876,44599207,CHEMBL2336071
2877,6436030,
2878,,
2879,4369359,CHEMBL1422
2880,42548,CHEMBL57004
2881,216235,CHEMBL282724
2882,,
2883,,
2884,643985,CHEMBL350719
2885,,
2886,23667548,CHEMBL591665
2887,,
2888,24847771,
2889,516892,CHEMBL1353
2890,,
2891,,
2892,,
2893,,
2894,23669636,
2895,,
2896,9028,
2897,23668193,CHEMBL93268
2898,5258,CHEMBL1746
2899,,
2900,,
2901,16685683,
2902,,
2903,,
2904,5248,CHEMBL1208306
2905,16760703,CHEMBL433
2906,45375808,CHEMBL1259059
2907,91885554,
2908,129011857,
2909,,
2910,216457,CHEMBL1200803
2911,72734351,
2912,,
2913,,
2914,,
2915,,
2916,16129681,
2917,,
2918,,
2919,216239,CHEMBL1336
2920,5253,CHEMBL471
2921,60464,CHEMBL850
2922,,
2923,,
2924,,
2925,15541,CHEMBL1167
2926,1103,CHEMBL23194
2927,5311447,CHEMBL431
2928,5833,CHEMBL1393
2929,,
2930,5277,
2931,,
2932,44120114,CHEMBL364347
2933,18283,CHEMBL991
2934,54120,CHEMBL2107531
2935,,
2936,5311454,CHEMBL1983350
2937,,
2938,,
2939,,
2940,,
2941,,
2942,19649,CHEMBL372795
2943,,
2944,29327,CHEMBL1603
2945,,
2946,,
2947,,
2948,9354,CHEMBL28721
2949,,
2950,5314,CHEMBL703
2951,6398525,
2952,5988,CHEMBL253582
2953,41693,CHEMBL658
2954,,
2955,5320,CHEMBL455
2956,5322,CHEMBL1201056
2957,5215,CHEMBL439
2958,5323,CHEMBL62193
2959,17134,CHEMBL1539
2960,5325,CHEMBL438
2961,5327,CHEMBL446
2962,5328,CHEMBL1191
2963,5329,CHEMBL443
2964,,
2965,9047,CHEMBL1525826
2966,,
2967,5333,CHEMBL21
2968,5335,CHEMBL1109
2969,5336,CHEMBL700
2970,5359476,
2971,,
2972,5342,CHEMBL832
2973,5344,CHEMBL453
2974,,
2975,,
2976,,
2977,,
2978,,
2979,,
2980,,
2981,,
2982,,
2983,5351,CHEMBL1570
2984,,
2985,,
2986,,
2987,5352,CHEMBL3186192
2988,,
2989,5355,CHEMBL26
