,PubChem ID,ChEMBL ID
2990,5356,CHEMBL328560
2991,5358,CHEMBL128
2992,5329102,CHEMBL535
2993,,
2994,5359,CHEMBL956
2995,5361,CHEMBL265502
2996,,
2997,,
2998,5362,CHEMBL1414320
2999,,
3000,,
3001,,
3002,,
3003,,
3004,,
3005,,
3006,,
3007,,
3008,,
3009,,
3010,,
3011,,
3012,,
3013,56842082,
3014,1935,CHEMBL95
3015,445643,CHEMBL269732
3016,110635,CHEMBL779
3017,11001318,CHEMBL2103837
3018,115358,CHEMBL298470
3019,,
3020,135565082,CHEMBL3137320
3021,606974,
3022,,
3023,,
3024,108143,CHEMBL25202
3025,2733526,CHEMBL83
3026,129211,CHEMBL836
3027,,
3028,,
3029,9838022,CHEMBL1201776
3030,148201,CHEMBL348475
3031,,
3032,51001932,CHEMBL2387080
3033,60919,CHEMBL432162
3034,,
3035,,
3036,5381,CHEMBL1657
3037,123630,CHEMBL404
3038,,
3039,,
3040,,
3041,,
3042,,
3043,,
3044,,
3045,5386,CHEMBL20883
3046,5487301,
3047,16131923,
3048,3010818,CHEMBL231813
3049,9808844,CHEMBL2079588
3050,159269,CHEMBL374731
3051,,
3052,5462516,
3053,65999,CHEMBL1017
3054,5391,CHEMBL967
3055,5394,CHEMBL810
3056,23724530,
3057,,
3058,34698,
3059,464205,CHEMBL483
3060,6398764,CHEMBL1486
3061,5312154,
3062,25171648,CHEMBL3402762
3063,5401,CHEMBL611
3064,1549008,CHEMBL822
3065,5403,CHEMBL1760
3066,441383,CHEMBL1306
3067,5405,CHEMBL17157
3068,16133850,CHEMBL525610
3069,72081,CHEMBL2135460
3070,23480,CHEMBL363295
3071,,
3072,23674098,
3073,13769,CHEMBL1571
3074,6013,CHEMBL386630
3075,,
3076,5995,CHEMBL1170
3077,,
3078,,
3079,,
3080,,
3081,,
3082,,
3083,,
3084,,
3085,,
3086,,
3087,,
3088,,
3089,,
3090,,
3091,6018,CHEMBL117785
3092,,
3093,54675776,
3094,,
3095,,
3096,1125,
3097,91443,
3098,,
3099,46199646,CHEMBL3544914
3100,5426,CHEMBL468
3101,5429,CHEMBL1114
3102,2153,CHEMBL190
3103,,
3104,5430,CHEMBL625
3105,1130,CHEMBL1547
3106,3032285,CHEMBL440
3107,,
3108,,
3109,,
3110,,
3111,,
3112,,
3113,5440,CHEMBL1378
3114,,
3115,,
3116,2723601,CHEMBL727
3117,3000715,CHEMBL441
3118,9429,CHEMBL609109
3119,5452,CHEMBL479
3120,,
3121,,
3122,941651,CHEMBL1201
3123,,
3124,,
3125,,
3126,,
3127,,
3128,16130571,CHEMBL2103979
3129,,
3130,,
3131,,
3132,,
3133,,
3134,,
3135,,
3136,,
3137,60648,CHEMBL1027
3138,68870,CHEMBL1289110
3139,5468,CHEMBL365795
3140,9871419,CHEMBL398435
3141,36921,CHEMBL1449
3142,5472,CHEMBL833
3143,5282044,
3144,,
3145,,
3146,60937,CHEMBL1350
3147,33624,CHEMBL499
3148,5479,CHEMBL1220
3149,,
3150,5482,CHEMBL1200438
3151,5487426,CHEMBL3189058
3152,,
3153,9903778,CHEMBL65375
3154,,
3155,65027,
3156,,
3157,60947,CHEMBL916
3158,,
3159,5487,CHEMBL1079
3160,36294,CHEMBL1747
3161,38945,CHEMBL1762
3162,,
3163,9926791,CHEMBL221959
3164,,
3165,5503,CHEMBL817
3166,5504,CHEMBL770
3167,5505,CHEMBL782
3168,4659569,CHEMBL1324
3169,610479,CHEMBL121626
3170,5509,CHEMBL1020
3171,5510,CHEMBL83668
3172,60774,
3173,,
3174,,
3175,5284627,CHEMBL220492
3176,,
3177,60700,CHEMBL84
3178,41781,CHEMBL1148
3179,,
3180,3005573,CHEMBL1655
3181,,
3182,108150,CHEMBL450449
3183,33741,CHEMBL1066
3184,11707110,CHEMBL2103875
3185,5484727,CHEMBL1519
3186,5526,CHEMBL292500
3187,,
3188,441233,CHEMBL3682538
3189,,
3190,,
3191,5282226,CHEMBL1200799
3192,5533,CHEMBL621
3193,54786,
3194,5538,CHEMBL1235644
3195,,
3196,31307,CHEMBL1451
3197,5546,CHEMBL585
3198,5556,CHEMBL646
3199,,
3200,5560,CHEMBL1054
3201,,
3202,6575,CHEMBL279816
3203,,
3204,,
3205,20299,CHEMBL1201354
3206,5566,CHEMBL422
3207,5568,CHEMBL570
3208,6256,CHEMBL1129
3209,,
3210,,
3211,5572,CHEMBL1490
3212,656583,CHEMBL1200907
3213,5574,CHEMBL829
3214,5576,CHEMBL695
3215,23576,CHEMBL1201329
3216,5577,CHEMBL1201256
3217,5578,CHEMBL22
3218,,
3219,5583,CHEMBL119
3220,5584,CHEMBL644
3221,,
3222,5587,CHEMBL1241
3223,5282443,CHEMBL855
3224,,
3225,5591,CHEMBL408
3226,202225,CHEMBL564085
3227,,
3228,5593,CHEMBL1200604
3229,,
3230,5596,CHEMBL1201344
3231,62959,
3232,,
3233,49850262,CHEMBL2018302
3234,6245,CHEMBL267099
3235,,
3236,,
3237,6000,CHEMBL339427
3238,,
3239,,
3240,17397414,
3241,,
3242,,
3243,,
3244,,
3245,6918523,
3246,105102,
3247,,
3248,11519070,CHEMBL1187833
3249,,
3250,131411,CHEMBL1214598
3251,,
3252,58557659,CHEMBL3622821
3253,6194,CHEMBL1488
3254,1176,CHEMBL985
3255,6029,CHEMBL100259
3256,,
3257,,
3258,,
3259,62819,
3260,,
3261,,
3262,31401,CHEMBL1551
3263,,
3264,,
3265,,
3266,60773,
3267,24795069,CHEMBL2364639
3268,119607,CHEMBL865
3269,64147,
3270,,
3271,3121,CHEMBL109
3272,41744,CHEMBL20225
3273,60846,CHEMBL1069
3274,,
3275,14969,CHEMBL262777
3276,3081361,CHEMBL24828
3277,,
3278,24765256,
3279,71306,
3280,110634,
3281,5310966,CHEMBL1076903
3282,,
3283,,
3284,,
3285,,
3286,,
3287,,
3288,,
3289,,
3290,24774,
3291,,
3292,,
3293,,
3294,,
3295,39765,CHEMBL1201219
3296,,
3297,,
3298,11960529,CHEMBL506871
3299,67683363,CHEMBL3545062
3300,42611257,CHEMBL1229517
3301,49846579,CHEMBL3137309
3302,5656,CHEMBL637
3303,2520,CHEMBL6966
3304,9930049,CHEMBL2111112
3305,5362420,
3306,,
3307,32326,
3308,5665,CHEMBL89598
3309,,
3310,6918537,CHEMBL142703
3311,241903,CHEMBL22969
3312,,
3313,5978,CHEMBL90555
3314,40839,CHEMBL219146
3315,60780,
3316,,
3317,,
3318,,
3319,,
3320,445354,CHEMBL986
3321,,
3322,,
3323,,
3324,,
3325,,
3326,,
3327,,
3328,,
3329,,
3330,,
3331,,
3332,,
3333,,
3334,,
3335,5785,
3336,,
3337,14985,CHEMBL47
3338,,
3339,5284607,CHEMBL1550
3340,,
3341,,
3342,,
3343,,
3344,,
3345,11953931,
3346,444020,CHEMBL476960
3347,,
3348,71616,CHEMBL638
3349,5311,CHEMBL98
3350,9966051,CHEMBL2104993
3351,71602803,CHEMBL4101807
3352,89921642,
3353,54678486,CHEMBL1464
3354,,
3355,,
3356,,
3357,,
3358,,
3359,"151529,""23915"",""634470"",""73057""",
3360,,
3361,,
3362,,
3363,,
3364,5368396,CHEMBL1979448
3365,71301229,
3366,,
3367,,
3368,9574101,CHEMBL522038
3369,148183,CHEMBL51302
3370,,
3371,,
3372,,
3373,5709,CHEMBL312448
3374,,
3375,8969,CHEMBL15245
3376,,
3377,5717,CHEMBL603
3378,24066,CHEMBL853
3379,5719,CHEMBL1521
3380,60855,CHEMBL222813
3381,135565884,CHEMBL3936761
3382,35370,CHEMBL129
3383,,
3384,60490,CHEMBL93
3385,23994,CHEMBL1201279
3386,,
3387,,
3388,,
3389,,
3390,,
3391,60854,CHEMBL708
3392,68740,CHEMBL924
3393,441240,
3394,5732,CHEMBL911
3395,5733,CHEMBL19490
3396,5734,CHEMBL750
3397,5735,CHEMBL135400
3398,,
3399,,
3400,5311507,CHEMBL53904
3401,10,
3402,,
3403,10061548,
3404,453338,CHEMBL39343
3405,131769925,
3406,,
3407,79437,CHEMBL1767
3408,70346,CHEMBL795
3409,131769926,
3410,,
3411,91611,CHEMBL794
3412,4687,CHEMBL1158
3413,45117195,
3414,,
3415,69726,CHEMBL793
3416,80220,CHEMBL1250
3417,,
3418,,
3419,145679,CHEMBL3278068
3420,6896,CHEMBL1340793
3421,78101,
3422,13369,CHEMBL1190279
3423,,
3424,,
3425,,
3426,,
3427,129274,CHEMBL3103396
3428,,
3429,121249,
3430,71748973,
3431,247304,CHEMBL467987
3432,10443535,CHEMBL3544495
3433,,
3434,13103864,
3435,108051,CHEMBL539456
3436,10874382,
3437,,
3438,9840400,
3439,10850461,
3440,131769929,
3441,73949,CHEMBL1867161
3442,13748464,
3443,131770014,
3444,119219,
3445,547,CHEMBL1284
3446,151725,
3447,,
3448,,
3449,108074,CHEMBL103356
3450,159513,
3451,,
3452,,
3453,445127,CHEMBL1794644
3454,135290,CHEMBL3103395
3455,,
3456,10219774,
3457,53477725,
3458,112230,CHEMBL1035
3459,71312545,CHEMBL3544649
3460,,
3461,161824,
3462,3015693,
3463,10978907,
3464,131769937,
3465,71587579,
3466,98932,CHEMBL3544507
3467,134459,CHEMBL3706502
3468,,
3469,1669,CHEMBL1160785
3470,70639,CHEMBL619
3471,,
3472,3052567,CHEMBL1032
3473,53345676,
3474,10709035,
3475,,
3476,,
3477,9816910,CHEMBL361467
3478,29981146,
3479,75304411,
3480,14275474,
3481,99735,CHEMBL731
3482,116545,CHEMBL1030
3483,5282360,CHEMBL1412489
3484,308171,CHEMBL733
3485,14275476,
3486,,
3487,4572774,CHEMBL3740655
3488,91565,CHEMBL1137
3489,125231,
3490,135862,
3491,449459,CHEMBL489
3492,,
3493,,
3494,,
3495,,
3496,,
3497,,
3498,54682146,
3499,76543,
3500,33676,CHEMBL3544546
3501,99303,CHEMBL1319
3502,68578,CHEMBL4084860
3503,136,
3504,135398652,
3505,108214,
3506,10037499,CHEMBL3244492
3507,18343,CHEMBL1130
3508,,
3509,5280778,CHEMBL1743204
3510,9815515,CHEMBL3544599
3511,3052566,CHEMBL1031
3512,15480180,
3513,1826,CHEMBL395915
3514,250388,
3515,119560,CHEMBL3527071
3516,4181439,CHEMBL3739919
3517,,
3518,,
3519,,
3520,10404448,
3521,,
3522,5360241,CHEMBL2008168
3523,126968609,
3524,6852390,CHEMBL1389133
3525,,
3526,129318662,
3527,21779240,
3528,20152440,
3529,,
3530,,
3531,,
3532,237358,CHEMBL27494
3533,25879063,CHEMBL132727
3534,,
3535,,
3536,91493,CHEMBL1230513
3537,439452,
3538,83958,CHEMBL3508144
3539,40621976,CHEMBL3526537
3540,,
3541,71749264,
3542,,
3543,,
3544,,
3545,16725849,CHEMBL3526538
3546,,
3547,,
3548,9979639,
3549,487643,CHEMBL1309
3550,,
3551,10755325,
3552,131770041,
3553,19734439,
3554,,
3555,,
3556,107902,
3557,,
3558,469588,CHEMBL192616
3559,56927907,
3560,29969962,
3561,,
3562,9052,
3563,177,CHEMBL170365
3564,83997,
3565,83944,CHEMBL1647
3566,70682632,CHEMBL2074943
3567,83939,CHEMBL3544802
3568,92153,
3569,444493,
3570,14039,CHEMBL3091859
3571,71602,CHEMBL1442231
3572,7847,CHEMBL721
3573,6581,CHEMBL1213529
3574,131750717,
3575,10265589,
3576,98612,CHEMBL3706540
3577,189733,CHEMBL1318
3578,107744,CHEMBL1593
3579,5839,CHEMBL273453
3580,,
3581,66834636,
3582,51263,CHEMBL634
3583,204,CHEMBL593429
3584,135407110,CHEMBL1688966
3585,135602151,
3586,114962,CHEMBL3544701
3587,1474501,
3588,,
3589,3036580,CHEMBL1908109
3590,,
3591,164533,
3592,16133793,CHEMBL214332
3593,,
3594,2160,CHEMBL629
3595,62981,
3596,20313,CHEMBL627
3597,223,
3598,2165,CHEMBL682
3599,,
3600,11282283,CHEMBL2103851
3601,5281969,CHEMBL15848
3602,6128,CHEMBL274826
3603,9874518,
3604,123805,CHEMBL3545347
3605,71745056,
3606,3081372,CHEMBL262670
3607,65143,
3608,6426640,
3609,,
3610,,
3611,10077584,
3612,11561674,CHEMBL514800
3613,444899,CHEMBL15594
3614,25774,CHEMBL3417290
3615,,
3616,,
3617,15593907,
3618,148192,CHEMBL1163
3619,71474000,CHEMBL3526718
3620,,
3621,,
3622,,
3623,,
3624,72710762,
3625,2265,CHEMBL1542
3626,9033,CHEMBL540990
3627,154257,CHEMBL46740
3628,,
3629,,
3630,439201,CHEMBL406291
3631,40400,
3632,,
3633,,
3634,,
3635,,
3636,101617325,
3637,44093,CHEMBL1560
3638,2554,CHEMBL108
3639,2555,CHEMBL1258
3640,,
3641,24892806,
3642,,
3643,83870,
3644,276457,
3645,24892807,
3646,38904,
3647,135564825,
3648,135565291,
3649,135499583,CHEMBL1201395
3650,10047220,CHEMBL743
3651,10444113,CHEMBL3544650
3652,,
3653,124143,CHEMBL161296
3654,31515,CHEMBL3544547
3655,49849580,
3656,10415951,
3657,11285792,CHEMBL2110727
3658,10206,CHEMBL449782
3659,312,
3660,33,CHEMBL506976
3661,300,CHEMBL14090
3662,150844,
3663,38282,CHEMBL3298755
3664,2726,CHEMBL71
3665,5997,CHEMBL112570
3666,,
3667,441203,
3668,10068142,CHEMBL3544717
3669,10403174,
3670,,
3671,96359892,CHEMBL3526940
3672,9861403,
3673,,
3674,133083123,
3675,71712270,
3676,91826982,
3677,71712269,
3678,131698413,
3679,2819,
3680,5489029,
3681,1144671,CHEMBL260775
3682,854019,CHEMBL578211
3683,178540,
3684,9815514,CHEMBL3544793
3685,,
3686,6076,CHEMBL316966
3687,10653928,CHEMBL2407580
3688,11115853,CHEMBL3544879
3689,10260788,CHEMBL2407584
3690,834,CHEMBL209241
3691,71434186,
3692,11854012,
3693,11854533,
3694,46781135,
3695,11854535,
3696,10157143,
3697,76973851,
3698,10178402,
3699,91810665,
3700,10114519,CHEMBL161792
3701,,
3702,,
3703,162180,CHEMBL1649
3704,12814879,CHEMBL331309
3705,496630,
3706,,
3707,,
3708,3000543,
3709,9700,CHEMBL394429
3710,65063,CHEMBL211312
3711,4540,CHEMBL974
3712,,
3713,95478,CHEMBL1236
3714,71826,CHEMBL580132
3715,2995,CHEMBL72
3716,5328944,CHEMBL128158
3717,16219718,
3718,5353833,
3719,6426641,
3720,9869737,CHEMBL3040018
3721,162920,
3722,101651473,
3723,101630171,
3724,160755,CHEMBL3544604
3725,9948206,
3726,25008634,CHEMBL1743864
3727,72884,CHEMBL3091852
3728,6026790,
3729,16084218,CHEMBL3527338
3730,71433884,
3731,162976,CHEMBL3544716
3732,3085253,CHEMBL3612724
3733,6433441,
3734,,
3735,129784148,
3736,11832956,CHEMBL470034
3737,71433639,
3738,5284543,CHEMBL1595
3739,101625339,
3740,121997,CHEMBL219497
3741,135398604,CHEMBL46294
3742,5492898,CHEMBL3187185
3743,9814448,
3744,,
3745,"5359421,""9814448""",
3746,131769965,
3747,9825634,
3748,,
3749,83852,
3750,,
3751,,
3752,3117,CHEMBL964
3753,667477,CHEMBL860
3754,6428584,
3755,131770046,
3756,,
3757,,
3758,83970,CHEMBL3277946
3759,161952,
3760,,
3761,,
3762,,
3763,,
3764,,
3765,,
3766,44229196,
3767,71316065,
3768,66416,CHEMBL1628111
3769,3001028,CHEMBL494753
3770,127462,CHEMBL3085432
3771,46173784,CHEMBL2074759
3772,76320713,CHEMBL3085390
3773,445713,CHEMBL69330
3774,643975,CHEMBL1232653
3775,643976,CHEMBL1201794
3776,5790,CHEMBL917
3777,101359,CHEMBL3544869
3778,,
3779,,
3780,,
3781,71308732,
3782,,
3783,3385,CHEMBL185
3784,44630766,
3785,,
3786,,
3787,10255482,CHEMBL1774
3788,71316864,
3789,,
3790,3372,CHEMBL726
3791,,
3792,46781630,
3793,57355301,
3794,101416508,
3795,136170999,
3796,,
3797,481,
3798,69507,
3799,119,CHEMBL96
3800,,
3801,135496227,
3802,,
3803,60750,CHEMBL888
3804,6420157,
3805,,
3806,445995,CHEMBL41342
3807,447277,CHEMBL1229266
3808,5958,CHEMBL4283156
3809,439958,
3810,124886,CHEMBL1543
3811,,
3812,,
3813,160913,
3814,87833,CHEMBL1302
3815,8977,
3816,6830,
3817,92024353,
3818,11825335,
3819,9975463,CHEMBL1269
3820,,
3821,778,CHEMBL310604
3822,1738,CHEMBL1562
3823,151276,
3824,9321,CHEMBL1237174
3825,102253222,
3826,,
3827,5284570,CHEMBL398707
3828,20727855,
3829,71748786,
3830,21128865,
3831,,
3832,1038,
3833,961,
3834,162244,CHEMBL3246317
3835,6420900,
3836,166774,
3837,9908776,CHEMBL745
3838,6420913,
3839,,
3840,10018695,
3841,,
3842,,
3843,131769921,
3844,67319009,
3845,,
3846,128908,
3847,,
3848,,
3849,11854534,
3850,,
3851,107917,CHEMBL1188
3852,6420504,CHEMBL3638287
3853,17732,CHEMBL1908021
3854,135250,CHEMBL3544887
3855,1963,CHEMBL3246753
3856,5280540,
3857,,
3858,,
3859,790,CHEMBL1427
3860,163959,CHEMBL3526740
3861,29982268,
3862,9827642,
3863,3696,CHEMBL11
3864,6021,
3865,8582,
3866,439456,CHEMBL279107
3867,60838,CHEMBL481
3868,,
3869,27284,
3870,,
3871,,
3872,,
3873,,
3874,5922,CHEMBL1203
3875,,
3876,,
3877,100427,CHEMBL889
3878,46917263,
3879,71494926,
3880,,
3881,,
3882,3081342,
3883,164342,
3884,,
3885,,
3886,,
3887,15089895,
3888,164695,CHEMBL549963
3889,5280383,CHEMBL69439
3890,5280492,CHEMBL65061
3891,5280493,CHEMBL451509
3892,5280878,CHEMBL288943
3893,5280879,CHEMBL509456
3894,3955,CHEMBL841
3895,92727,CHEMBL729
3896,108185,CHEMBL907
3897,9802264,CHEMBL308493
3898,,
3899,,
3900,,
3901,,
3902,,
3903,,
3904,64727,CHEMBL1201373
3905,,
3906,101106,
3907,667490,CHEMBL1425
3908,676166,CHEMBL448290
3909,4095,CHEMBL651
3910,126941,CHEMBL34259
3911,,
3912,134820024,
3913,5778,CHEMBL1178
3914,21820757,CHEMBL1812064
3915,3037883,
3916,62936,CHEMBL3544699
3917,449,
3918,24415,CHEMBL1028
3919,5288826,CHEMBL70
3920,5484731,CHEMBL1329
3921,5360621,CHEMBL1330
3922,10028772,
3923,6475538,
3924,438968,
3925,61163,CHEMBL1821739
3926,130392110,
3927,91810661,
3928,71312888,
3929,,
3930,4413,CHEMBL273264
3931,115274,CHEMBL3544711
3932,39763,CHEMBL33232
3933,181715,CHEMBL3526991
3934,135828,
3935,91511538,
3936,91667688,
3937,,
3938,,
3939,91667711,
3940,,
3941,10891224,
3942,181536,CHEMBL1631
3943,10292573,CHEMBL3542344
3944,10105079,
3945,159899,CHEMBL31888
3946,,
3947,,
3948,40580660,
3949,11072636,CHEMBL2022715
3950,2820,
3951,520217,CHEMBL87369
3952,,
3953,86278298,
3954,131769971,
3955,131769972,
3956,24826880,CHEMBL1173352
3957,131769973,
3958,12000328,
3959,9956224,
3960,3032890,
3961,198555,
3962,,
3963,10356320,
3964,4463,CHEMBL57
3965,5893,
3966,5886,
3967,3035848,
3968,181139,CHEMBL3126023
3969,17785,
3970,118796518,
3971,71750948,
3972,104856,
3973,3036172,CHEMBL1743350
3974,10105488,
3975,47289,CHEMBL2311069
3976,10220107,
3977,,
3978,9859500,
3979,9816106,
3980,,
3981,,
3982,71316036,
3983,89657,CHEMBL2260842
3984,9925873,CHEMBL1908321
3985,413,CHEMBL3126030
3986,2997,CHEMBL523
3987,,
3988,"10016922,""6426553""",
3989,"131769952,""131769955""",
3990,"102064867,""6915719""",
3991,,
3992,259381,CHEMBL3560524
3993,71751199,
3994,13001738,
3995,10355824,
3996,32414,CHEMBL1052
3997,19259,
3998,1237,CHEMBL774
3999,430245,
4000,412,CHEMBL1132
4001,5489120,CHEMBL3527426
4002,,
4003,,
4004,4543,CHEMBL445
4005,,
4006,11756356,
4007,162181,CHEMBL3544687
4008,10047287,
4009,155763,CHEMBL2440861
4010,9838803,CHEMBL1400
4011,29919005,
4012,,
4013,,
4014,91810636,
4015,91810635,
4016,9818826,
4017,145900,CHEMBL1344
4018,,
4019,,
4020,,
4021,,
4022,91668158,
4023,,
4024,131769977,
4025,131769978,
4026,,
4027,18924996,
4028,6857599,
4029,5892,CHEMBL1234613
4030,65359,CHEMBL1372
4031,13047845,
4032,,
4033,,
4034,5284604,CHEMBL963
4035,71751422,
4036,4644,
4037,136742444,
4038,6336410,
4039,,
4040,71315739,CHEMBL3922827
4041,163876,CHEMBL2074678
4042,,
4043,46781621,CHEMBL3544659
4044,2734218,
4045,,
4046,,
4047,72942037,CHEMBL4167566
4048,72942038,
4049,68319455,
4050,104806,
4051,9908,
4052,25306,CHEMBL518
4053,101592230,
4054,169703,CHEMBL3548560
4055,152954,CHEMBL3638281
4056,131769979,
4057,131769980,
4058,5287971,
4059,9546747,
4060,53480226,
4061,,
4062,96356,CHEMBL525
4063,439905,
4064,7339,
4065,,
4066,,
4067,,
4068,9864316,
4069,,
4070,,
4071,,
4072,78069861,
4073,58945624,
4074,,
4075,,
4076,119515,
4077,5284613,CHEMBL600325
4078,448457,CHEMBL1235252
4079,44208919,
4080,5280883,
4081,445049,CHEMBL2074582
4082,,
4083,,
4084,107735,
4085,5280343,CHEMBL50
4086,10100752,CHEMBL177798
4087,9917566,CHEMBL176790
4088,46700782,CHEMBL3931971
4089,,
4090,,
4091,119265,CHEMBL1036
4092,177961,
4093,60815,CHEMBL1005
4094,57347719,
4095,29977666,CHEMBL3527366
4096,29977672,CHEMBL3526587
4097,,
4098,,
4099,77982,
4100,3938248,CHEMBL119171
4101,439184,
4102,,
4103,86863,
4104,22267,CHEMBL159659
4105,9797657,CHEMBL446084
4106,9579578,CHEMBL4117512
4107,,
4108,29918986,
4109,439155,CHEMBL418052
4110,,
4111,71316608,
4112,,
4113,5202,CHEMBL39
4114,71752187,
4115,64718,CHEMBL1201391
4116,104842,CHEMBL837
4117,443154,CHEMBL3526803
4118,3058751,CHEMBL465123
4119,15593908,
4120,923,
4121,,
4122,9826472,
4123,67424139,
4124,10151557,CHEMBL403732
4125,,
4126,71752221,
4127,,
4128,638072,CHEMBL458402
4129,,
4130,9543238,
4131,1110,CHEMBL576
4132,92133,
4133,,
4134,31347,CHEMBL3186899
4135,10273227,CHEMBL3542196
4136,5359597,
4137,2733526,CHEMBL83
4138,3033896,CHEMBL51887
4139,,
4140,,
4141,3033897,CHEMBL46128
4142,5460873,
4143,63060,
4144,,
4145,1127,CHEMBL1379
4146,,
4147,,
4148,2723601,CHEMBL727
4149,3035439,
4150,3034646,CHEMBL1812063
4151,3036888,
4152,5184161,
4153,3036942,
4154,,
4155,3032417,
4156,1268107,CHEMBL1426
4157,3081384,
4158,51397480,
4159,71316066,
4160,5280497,
4161,5505,CHEMBL782
4162,5511,CHEMBL1076211
4163,5584,CHEMBL644
4164,6536,CHEMBL187709
4165,101631776,
4166,,
4167,,
4168,,
4169,,
4170,,
4171,101631775,
4172,1175,CHEMBL792
4173,71752850,
4174,,
4175,,
4176,93168,CHEMBL1743342
4177,161569,
4178,10410215,
4179,10016311,
4180,25141411,CHEMBL3544839
4181,,
4182,,
4183,5280845,CHEMBL299632
4184,5280585,
4185,10044355,
4186,16123056,CHEMBL3545366
4187,54678486,CHEMBL1464
4188,962,CHEMBL1098659
4189,1188,CHEMBL1424
4190,73323,CHEMBL1206243
