"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"PK","8","Albania","01","PK01","Petroleum coke - Production","2019","Metric tons,  thousand","54.42",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2018","Metric tons,  thousand","58.33",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2017","Metric tons,  thousand","105.47",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2016","Metric tons,  thousand","14",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2015","Metric tons,  thousand","19",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2014","Metric tons,  thousand","75.92",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2013","Metric tons,  thousand","0",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2012","Metric tons,  thousand","14.91",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2011","Metric tons,  thousand","61.67",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","2010","Metric tons,  thousand","16.34",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2019","Metric tons,  thousand","54.42",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2018","Metric tons,  thousand","58.33",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2017","Metric tons,  thousand","105.47",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2016","Metric tons,  thousand","14",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2015","Metric tons,  thousand","19",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2014","Metric tons,  thousand","75.92",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2013","Metric tons,  thousand","0",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2012","Metric tons,  thousand","14.91",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2011","Metric tons,  thousand","61.67",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","2010","Metric tons,  thousand","16.34",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2019","Metric tons,  thousand","70.18",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2018","Metric tons,  thousand","28.44",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2017","Metric tons,  thousand","75",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2016","Metric tons,  thousand","80",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2015","Metric tons,  thousand","53",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2014","Metric tons,  thousand","92.49",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2013","Metric tons,  thousand","77.04",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2012","Metric tons,  thousand","74.17",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2011","Metric tons,  thousand","85.33",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","2010","Metric tons,  thousand","106.02",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2019","Metric tons,  thousand","38.24",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2018","Metric tons,  thousand","30.93",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2017","Metric tons,  thousand","34.42",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2016","Metric tons,  thousand","8",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2015","Metric tons,  thousand","19",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2014","Metric tons,  thousand","16.91",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2013","Metric tons,  thousand","0",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2012","Metric tons,  thousand","3.9",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2011","Metric tons,  thousand","0.28",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","2010","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2018","Metric tons,  thousand","0.62",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2017","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2016","Metric tons,  thousand","1",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2015","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2014","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2013","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2012","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2011","Metric tons,  thousand","0",""
"PK","8","Albania","06","PK06","Petroleum coke - Stock changes","2010","Metric tons,  thousand","0",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2019","Metric tons,  thousand","84.71",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2018","Metric tons,  thousand","53.56",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2017","Metric tons,  thousand","145.39",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2016","Metric tons,  thousand","85",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2015","Metric tons,  thousand","52",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2014","Metric tons,  thousand","151.15",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2013","Metric tons,  thousand","77.04",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2012","Metric tons,  thousand","85.18",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2011","Metric tons,  thousand","146.72",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","2010","Metric tons,  thousand","122.36",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2019","Metric tons,  thousand","84.71",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2018","Metric tons,  thousand","53.56",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2017","Metric tons,  thousand","145.39",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2016","Metric tons,  thousand","85",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2015","Metric tons,  thousand","52",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2014","Metric tons,  thousand","151.15",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2013","Metric tons,  thousand","77.04",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2012","Metric tons,  thousand","85.18",""
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","2011","Metric tons,  thousand","146.72",""
