place_name,dcid
Addis Ababa,wikidataId/Q3624
Ethiopia,country/ETH
Afar,wikidataId/Q193494
Afar Zone 5,wikidataId/Q3444726
Afar Zone 4,wikidataId/Q3444707
Afar Zone 3,wikidataId/Q3444674
Afar Zone 2,wikidataId/Q3444683
Afar Zone 1,wikidataId/Q3444678
Amhara,wikidataId/Q203009
Agew Awi,wikidataId/Q1070718
S. Wello,wikidataId/Q2919962
N. Shewa (Amhara),wikidataId/Q1070780
S. Gonder,wikidataId/Q218861
E. Gojam,wikidataId/Q1070764
N. Gonder,wikidataId/Q2916380
N. Wello,wikidataId/Q2916300
W. Hamra,wikidataId/Q1070687
W. Gojam,wikidataId/Q1070736
Oromiya,wikidataId/Q202107
Benishangul-Gumuz,wikidataId/Q207635
Metekel,wikidataId/Q742955
Kamashi,wikidataId/Q17447305
Asosa,wikidataId/Q532102
Tongo,#ignore
Dire Dawa,wikidataId/Q193486
Gambela Peoples,wikidataId/Q762656
Gambela Zone 1,#ignore
Gambela Zone 2,wikidataId/Q3575757
Gambela Zone 3,wikidataId/Q3575758
Godere,wikidataId/Q3109736
Harari People,wikidataId/Q1033855
Oromia,wikidataId/Q600081
Jimma,wikidataId/Q385341
Illubabor,wikidataId/Q768586
Borena,wikidataId/Q1109855
Bale,wikidataId/Q4850656
Arsi,wikidataId/Q6872255
N. Shewa (Oromia),wikidataId/Q3478428
W. Wellega,wikidataId/Q1709377
E. Shewa,wikidataId/Q1109846
E. Wellega,wikidataId/Q1109870
W. Shewa,wikidataId/Q1109833
W. Harerge,wikidataId/Q1109889
E. Harerge,wikidataId/Q3113831
Somali,wikidataId/Q202800
Shinile,wikidataId/Q2279106
Liben,wikidataId/Q2003486
Korahe,wikidataId/Q1784199
Jijiga,wikidataId/Q755763
Gode,wikidataId/Q744673
Fik,wikidataId/Q1418669
Degehabur,wikidataId/Q1182807
Afder,wikidataId/Q382135
Warder,wikidataId/Q635334
"Southern Nations, Nationalities, and People's Region",wikidataId/Q203193
Sidama,wikidataId/Q1070673
Keficho Shekicho,wikidataId/Q3194654
KT,#ignore
Hadiya,wikidataId/Q3125547
Gurage,wikidataId/Q1070678
Gedeo,wikidataId/Q500213
Bench Maji,wikidataId/Q2895686
Yem,wikidataId/Q3572151
Konso,wikidataId/Q575352
Dirashe,wikidataId/Q3029322
Burji,wikidataId/Q2928489
Amaro,wikidataId/Q2841242
S. Omo,wikidataId/Q3020952
Tigray,wikidataId/Q200127
W. Tigray,wikidataId/Q2902728
S. Tigray,wikidataId/Q3020955
E. Tigray,wikidataId/Q3316357
C. Tigray,wikidataId/Q2902680
