place_name,dcid
Afar-Region,wikidataId/Q193494
Amhara-Region,wikidataId/Q203009
Benishangul Gumz-Region,wikidataId/Q207635
Gambella-Region,wikidataId/Q762656
Oromiya-Region,wikidataId/Q202107
Somali-Region,wikidataId/Q202800
Tigray-Region,wikidataId/Q200127
Ethiopia,country/ETH
"Southern Nations, Nationalities, and People's Region",wikidataId/Q203193
