unit,physact,c_birth,sex,age,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,MV_AERO_MSC,NAT,T,Y45-54,2014	11.1 	11.5 	3.3 	5.1 	26.0 	21.8 	5.3 	10.4 	5.5 	8.4 	7.1 	3.8 	7.4 	3.8 	7.1 	4.4 	14.1 	10.1 	2.4 	21.6 	1.3 	3.6 	0.2 	20.4 	7.0 	26.1 	31.7 	43.7 	19.1 	14.1 	0.4 
PC,MV_AERO_MSC,NAT,T,Y45-64,2014	10.3 	10.5 	2.0 	3.8 	23.9 	22.2 	3.9 	8.4 	4.0 	7.3 	7.3 	2.8 	6.0 	2.5 	6.2 	3.5 	15.4 	7.4 	2.0 	22.9 	1.2 	3.7 	0.1 	17.1 	5.4 	23.2 	29.7 	40.6 	16.3 	12.4 	0.3 
PC,MV_AERO_MSC,NAT,T,Y55-64,2014	9.3 	9.4 	0.9 	2.5 	21.5 	22.9 	2.4 	6.1 	2.4 	6.1 	7.5 	1.8 	4.5 	1.2 	5.1 	2.3 	16.9 	5.1 	1.5 	24.5 	1.1 	3.8 	0.1 	13.5 	3.9 	20.3 	27.5 	37.4 	13.2 	10.3 	0.2 
PC,MV_AERO_MSC,NAT,T,Y65-74,2014	8.9 	8.9 	0.3 	1.5 	24.2 	22.9 	1.5 	3.8 	1.0 	5.3 	6.8 	0.6 	2.9 	1.0 	3.4 	1.2 	7.6 	4.0 	1.0 	24.9 	0.3 	2.2 	0.0 	12.1 	0.8 	21.0 	29.3 	30.3 	12.5 	8.7 	0.1 
PC,MV_AERO_MSC,NAT,T,Y_GE18,2014	11.9 	12.1 	4.7 	7.6 	25.7 	23.2 	5.1 	12.2 	6.8 	10.0 	8.2 	4.7 	7.4 	5.3 	10.7 	7.0 	17.3 	11.1 	4.6 	24.7 	3.9 	6.4 	0.6 	19.1 	9.9 	26.8 	31.0 	43.8 	20.1 	13.4 	1.1 
PC,MV_AERO_MSC,NAT,T,Y_GE65,2014	7.3 	7.2 	0.3 	1.1 	20.7 	19.8 	0.9 	2.8 	0.7 	3.5 	4.2 	0.7 	2.0 	0.7 	2.4 	0.9 	6.5 	3.0 	0.7 	23.0 	0.3 	1.8 	0.0 	8.6 	0.7 	18.6 	22.6 	25.5 	10.0 	6.5 	0.1 
PC,MV_AERO_MSC,NAT,T,Y_GE75,2014	5.3 	5.1 	0.3 	0.4 	14.9 	16.4 	0.0 	1.4 	0.4 	1.4 	1.5 	0.7 	0.9 	0.2 	1.2 	0.6 	4.7 	1.7 	0.3 	20.5 	0.2 	1.3 	0 	4.7 	0.7 	14.2 u	13.3 	19.4 	6.6 	3.6 	0 
PC,MV_AERO_MSC,NEU28_FOR,F,TOTAL,2014	8.8 	9.7 	: u	6.4 u	17.4 	18.8 	1.0 	3.6 	6.9 	6.5 	6.0 	1.5 	4.0 	4.2 	2.9 	1.0 	13.3 	12.1 u	8.2 	14.6 	5.2 	5.0 	: u	11.7 	: u	21.4 	18.5 	43.1 	17.2 	14.0 	1.2 
PC,MV_AERO_MSC,NEU28_FOR,F,Y15-24,2014	13.9 	19.8 	: u	: u	: u	37.2 	: u	: u	: u	4.0 	5.2 u	: u	6.7 	0 u	: u	0 	: u	: u	: u	: u	0 	6.0 u	: u	: u	0 	: u	30.7 	: u	37.6 u	38.3 u	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y18-24,2014	12.6 	20.8 	: u	: u	: u	37.8 u	0 	: u	: u	2.6 	3.1 u	: u	5.4 u	: u	: u	0 	: u	: u	0 	: u	0 	5.3 u	: u	: u	0 	: u	30.0 u	: u	35.8 u	40.1 u	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y18-29,2014	13.6 	17.1 	: u	: u	19.5 u	28.1 	: u	7.4 u	7.5 u	6.2 	11.3 	: u	6.8 	10.2 u	: u	: u	11.7 u	: u	: u	8.7 	: u	4.0 	: u	: u	: u	: u	30.5 	: u	20.8 	28.7 	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y18-44,2014	9.2 	10.6 	: u	: u	15.7 	21.0 	5.1 u	4.2 	7.3 	5.3 	4.1 	1.5 	4.8 	3.7 	12.6 	: u	16.0 	: u	8.1 u	11.1 	: u	6.5 	: u	14.7 	: u	19.8 u	18.6 	38.7 u	19.5 	16.2 	2.5 u
PC,MV_AERO_MSC,NEU28_FOR,F,Y18-64,2014	8.9 	9.8 	: u	: u	16.2 	20.8 	2.0 	3.7 	6.8 	5.8 	5.9 	1.1 	3.8 	4.5 	3.6 	1.7 	14.2 	: u	8.9 	11.0 	: u	5.4 	: u	11.9 	: u	19.2 u	18.0 	41.4 	17.0 	14.3 	1.5 
PC,MV_AERO_MSC,NEU28_FOR,F,Y25-34,2014	10.0 	9.6 	0 	: u	15.8 u	15.0 	: u	3.2 u	8.0 	6.9 	8.2 	0 u	5.0 	7.8 	: u	: u	13.5 u	: u	: u	12.8 	: u	13.4 	0 	21.9 u	: u	: u	19.5 	: u	17.0 	7.7 	4.2 u
PC,MV_AERO_MSC,NEU28_FOR,F,Y25-64,2014	8.5 	8.6 	: u	: u	15.2 	19.0 	2.0 	2.8 	6.9 	6.2 	6.1 	0.5 	3.6 	4.8 	3.3 	1.7 	14.9 	: u	8.9 	11.3 	: u	5.5 	0 	11.6 	: u	20.4 u	16.4 	40.5 	14.5 	9.3 	1.7 
PC,MV_AERO_MSC,NEU28_FOR,F,Y35-44,2014	7.6 	8.0 	: u	: u	12.5 u	21.6 	3.3 u	2.9 	6.2 u	4.8 	0.7 	0 u	4.6 	0 	6.8 u	: u	21.5 u	: u	: u	10.3 	: u	3.3 	0 	9.3 u	: u	: u	13.2 	: u	15.7 	9.8 	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y45-54,2014	7.1 	7.1 	: u	: u	17.9 u	19.3 	2.3 	2.2 u	8.4 	6.5 	1.9 	0 	2.0 	6.3 	0.9 	0 u	4.2 u	: u	: u	9.7 	: u	4.3 	0 	9.5 u	: u	: u	20.1 	: u	13.4 	7.1 	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y45-64,2014	8.2 	8.5 	: u	: u	17.4 	20.2 	1.4 	1.9 u	6.1 	7.0 	8.1 	0.8 	97.9 	7.3 	1.1 	0 	9.7 u	: u	10.4 u	10.6 	: u	4.2 	0 	9.9 	: u	: u	16.8 	45.3 u	9.6 	10.0 	0 u
PC,MV_AERO_MSC,NEU28_FOR,F,Y55-64,2014	9.8 	10.6 	: u	: u	16.7 u	21.6 u	0.8 	: u	2.0 u	8.4 	13.3 	1.7 u	2.2 	: u	1.3 	0 u	: u	: u	: u	11.9 u	: u	4.1 	0 	10.3 u	: u	: u	8.5 u	: u	: u	16.1 	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y65-74,2014	10.4 	10.6 	: u	: u	: u	15.1 u	0 	: u	: u	25.8 u	9.9 	0 u	2.1 u	: u	2.7 	0 u	: u	: u	: u	: u	0 u	2.7 u	0 	: u	0 	: u	: u	: u	: u	11.8 	: u
PC,MV_AERO_MSC,NEU28_FOR,F,Y_GE18,2014	8.5 	9.5 	: u	6.4 u	16.7 	18.6 	1.0 	3.8 	6.0 	6.4 	5.9 	0.8 	3.8 	4.3 	2.9 	1.0 	13.5 	12.1 u	8.6 	14.6 	5.2 	5.0 	: u	10.8 	: u	17.7 u	17.4 	41.2 	16.6 	14.1 	1.2 
PC,MV_AERO_MSC,NEU28_FOR,F,Y_GE65,2014	6.5 	7.3 	: u	: u	: u	7.8 	0 	: u	0 u	20.9 u	5.6 	0 	4.4 u	: u	2.1 	0 	: u	: u	: u	: u	0 	1.4 	: u	0 u	: u	: u	: u	: u	: u	12.4 	0 u
PC,MV_AERO_MSC,NEU28_FOR,F,Y_GE75,2014	2.3 	3.7 	: u	: u	: u	3.0 u	0 	: u	: u	: u	0 u	0 u	: u	: u	1.5 	0 u	0 	: u	0 	: u	0 	0 u	: u	: u	: u	: u	: u	: u	: u	13.1 u	: u
PC,MV_AERO_MSC,NEU28_FOR,M,TOTAL,2014	16.5 	17.0 	: u	0 u	36.1 	27.9 	6.4 	23.2 	9.8 	16.6 	10.7 	2.1 	5.6 	4.9 	6.1 	4.4 	26.1 	: u	27.9 u	24.5 	7.6 	13.5 	0 	17.8 	: u	38.4 u	36.1 	36.3 u	30.0 	19.8 	0 
PC,MV_AERO_MSC,NEU28_FOR,M,Y15-24,2014	33.2 	32.5 	: u	: u	: u	46.1 u	0 	: u	: u	23.3 	39.2 u	: u	12.9 	18.2 u	: u	: u	: u	: u	: u	: u	: u	40.3 u	0 	: u	0 	: u	54.1 	: u	52.0 u	: u	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y18-24,2014	34.6 	34.7 	: u	: u	: u	43.0 u	0 	: u	: u	27.1 	: u	: u	14.9 u	: u	: u	: u	: u	: u	: u	: u	: u	44.5 u	0 	: u	0 	: u	56.4 	: u	48.0 u	: u	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y18-29,2014	31.2 	32.5 	: u	: u	40.7 u	39.5 	: u	: u	38.0 u	25.8 	24.7 u	: u	13.3 	10.0 u	: u	: u	: u	: u	: u	49.1 u	: u	42.6 	0 	33.0 u	: u	: u	52.4 	: u	49.3 	39.2 u	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y18-44,2014	20.7 	21.9 	: u	: u	41.1 	34.2 	18.4 u	19.9 	17.8 	19.3 	13.2 	5.0 u	6.6 	5.0 	9.2 u	: u	29.8 	: u	41.5 u	28.4 	: u	20.4 	0 	14.3 	: u	: u	42.7 	47.3 u	33.5 	27.7 	0 u
PC,MV_AERO_MSC,NEU28_FOR,M,Y18-64,2014	17.0 	17.8 	: u	0 u	34.8 	27.5 	7.6 	16.3 	10.9 	17.1 	12.2 	2.5 	5.5 	3.9 	7.1 	5.9 	26.0 	: u	29.1 u	25.4 	: u	13.9 	0 	16.4 	: u	37.4 u	35.9 	37.5 u	29.2 	21.6 	0 u
PC,MV_AERO_MSC,NEU28_FOR,M,Y25-34,2014	23.2 	24.5 	0 	: u	32.0 u	37.7 	: u	13.4 u	16.8 u	21.1 	8.9 u	: u	7.3 	6.0 u	: u	: u	18.2 u	: u	: u	33.2 u	: u	23.1 u	0 	15.3 u	: u	: u	49.6 	: u	43.5 	31.3 u	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y25-64,2014	14.7 	15.7 	: u	: u	28.8 	25.5 	7.6 	11.3 	9.1 	15.0 	10.4 	1.6 	4.5 	2.2 	7.2 	3.9 	20.6 	: u	21.9 u	22.4 	: u	9.9 	0 	14.6 	: u	22.8 u	32.8 	32.6 u	25.9 	20.2 	0 u
PC,MV_AERO_MSC,NEU28_FOR,M,Y35-44,2014	12.9 	14.6 	: u	: u	: u	25.9 	20.6 u	14.8 u	14.7 u	13.4 	9.3 	4.7 u	3.8 	0 u	3.1 u	: u	25.0 u	: u	: u	15.6 	: u	8.8 	0 	6.4 u	: u	: u	24.2 	: u	13.7 	22.7 	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y45-54,2014	12.4 	12.6 	: u	: u	19.0 u	23.4 	2.3 u	0 u	1.7 u	10.2 	11.5 	2.2 	4.3 	: u	4.9 u	: u	18.6 u	: u	: u	18.4 u	: u	4.2 	0 	22.5 u	0 	: u	26.0 	: u	22.8 u	13.6 	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y45-64,2014	11.0 	11.3 	: u	: u	20.9 u	17.3 	4.1 	2.0 u	1.2 	11.1 	11.3 	1.2 	3.6 	0 u	6.6 	4.6 u	18.5 u	: u	: u	17.4 	: u	5.4 	0 	18.4 	0 	: u	24.3 	: u	15.8 	12.7 	0 u
PC,MV_AERO_MSC,NEU28_FOR,M,Y55-64,2014	8.9 	9.3 	: u	: u	: u	8.4 	5.4 	: u	: u	12.8 	11.1 	0 	2.1 	: u	7.4 	3.0 u	: u	: u	: u	: u	: u	8.2 	0 	14.8 u	0 	: u	21.0 u	: u	1.6 u	11.2 	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y65-74,2014	7.7 	8.5 	0 	: u	: u	14.2 u	4.6 	: u	: u	: u	5.8 	0 u	: u	: u	5.1 	: u	: u	0 	: u	: u	0 u	: u	0 	12.0 u	0 	0 	: u	: u	: u	12.9 	: u
PC,MV_AERO_MSC,NEU28_FOR,M,Y_GE18,2014	16.0 	16.7 	: u	0 u	33.2 	27.0 	6.4 	16.2 	10.0 	16.8 	10.3 	2.1 	5.5 	3.6 	6.1 	4.4 	25.1 	: u	27.9 u	23.5 	7.6 	13.2 	0 	15.7 	: u	36.1 u	35.3 	33.3 u	28.4 	20.2 	0 
PC,MV_AERO_MSC,NEU28_FOR,M,Y_GE65,2014	8.9 	9.3 	: u	: u	: u	23.6 	4.3 	: u	: u	: u	4.8 	1.1 	: u	: u	4.6 	0 u	: u	0 	: u	: u	0 	0 u	0 	11.2 u	: u	: u	30.1 u	: u	: u	10.7 	0 u
PC,MV_AERO_MSC,NEU28_FOR,M,Y_GE75,2014	10.9 	10.3 	: u	: u	: u	36.4 u	3.8 u	: u	: u	: u	3.1 u	2.8 u	: u	: u	4.0 	: u	: u	0 	: u	: u	0 u	: u	0 	: u	: u	: u	: u	0 	: u	8.3 u	: u
PC,MV_AERO_MSC,NEU28_FOR,T,TOTAL,2014	12.4 	13.1 	19.7 u	3.1 	25.9 	23.2 	3.2 	12.7 	8.2 	11.1 	8.1 	1.8 	4.7 	4.4 	4.0 	2.4 	20.3 	15.2 u	16.5 	19.7 	6.1 	9.0 	: u	14.9 	: u	29.1 	27.7 	40.4 	23.6 	16.6 	0.6 
PC,MV_AERO_MSC,NEU28_FOR,T,Y15-24,2014	24.4 	26.2 	: u	: u	: u	42.2 	: u	: u	20.1 u	15.2 	19.2 	: u	10.0 	9.0 u	: u	: u	40.2 u	: u	: u	33.0 u	: u	25.8 	: u	56.7 u	0 	: u	42.6 	: u	45.8 	34.4 u	0 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y18-24,2014	24.6 	27.6 	: u	: u	: u	40.7 	0 	: u	17.6 u	17.3 	18.4 	: u	10.4 	7.3 u	: u	: u	39.2 u	: u	: u	28.9 u	: u	28.0 	: u	: u	0 	: u	44.4 	: u	42.5 	38.6 u	: u
PC,MV_AERO_MSC,NEU28_FOR,T,Y18-29,2014	22.0 	24.1 	: u	: u	30.3 	33.9 	: u	20.6 u	19.5 	16.3 	15.7 	6.9 u	9.7 	10.1 	: u	: u	30.8 	: u	: u	28.9 	: u	25.0 	: u	28.7 u	: u	: u	42.3 	: u	34.5 	32.7 	2.6 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y18-44,2014	14.6 	15.8 	: u	4.8 u	27.0 	27.2 	12.1 	11.5 	12.0 	11.9 	7.8 	3.0 	5.7 	4.1 	11.3 	: u	23.4 	16.9 u	22.4 	20.1 	: u	13.4 	: u	14.5 	: u	29.7 u	30.9 	42.3 	26.4 	21.0 	1.3 
PC,MV_AERO_MSC,NEU28_FOR,T,Y18-64,2014	12.7 	13.5 	: u	3.6 u	24.5 	24.1 	4.6 	9.6 	8.7 	11.0 	8.7 	1.8 	4.6 	4.2 	5.0 	3.8 	20.7 	14.3 u	17.5 	18.2 	22.5 u	9.6 	: u	14.2 	: u	27.6 	27.5 	39.9 	23.0 	17.5 	0.8 
PC,MV_AERO_MSC,NEU28_FOR,T,Y25-34,2014	15.8 	16.1 	0 	: u	23.4 	25.7 	12.5 u	8.3 	11.4 	12.9 	8.5 	0 u	5.9 	7.3 	22.6 u	: u	15.9 	: u	18.6 u	23.0 	: u	18.3 	0 	18.1 	: u	31.0 u	36.3 	59.1 u	29.5 	17.5 	2.6 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y25-64,2014	11.4 	11.9 	: u	3.7 u	21.0 	22.2 	4.6 	6.9 	7.9 	10.1 	8.0 	1.0 	4.1 	3.9 	4.8 	2.8 	18.0 	12.1 u	14.0 	16.8 	23.1 u	7.6 	0 	13.1 	: u	21.4 	25.0 	37.4 	20.0 	14.4 	0.9 
PC,MV_AERO_MSC,NEU28_FOR,T,Y35-44,2014	10.1 	11.1 	: u	: u	20.3 	23.5 	11.9 u	8.4 	10.5 	8.7 	4.7 	2.1 u	4.2 	0 	5.2 	: u	23.4 	: u	16.2 u	13.1 	: u	5.8 	0 	7.8 	: u	: u	17.9 	23.6 u	14.7 	15.7 	0 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y45-54,2014	9.7 	9.8 	: u	: u	18.4 u	21.5 	2.3 	1.2 	5.1 	8.0 	6.8 	1.2 	3.1 	4.3 	2.2 	3.8 u	13.3 	: u	8.2 u	14.5 	: u	4.2 	0 	15.3 	: u	: u	23.4 	43.8 u	17.7 	10.3 	0 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y45-64,2014	9.6 	9.9 	: u	: u	19.0 	18.6 	2.6 	1.9 	3.8 	8.8 	9.6 	1.0 	2.8 	4.7 	3.2 	2.3 	14.8 	: u	8.8 u	13.7 	: u	4.8 	0 	13.9 	: u	22.0 u	21.1 	35.8 u	12.6 	11.3 	0 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y55-64,2014	9.4 	10.0 	: u	: u	19.9 u	14.2 	2.8 	5.1 u	1.1 	10.5 	12.4 	0.8 	2.2 	5.6 u	3.9 	1.5 	18.6 u	: u	: u	11.8 u	: u	5.9 	0 	12.5 	: u	: u	16.1 	: u	0.8 u	13.3 	0 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y65-74,2014	9.1 	9.6 	: u	: u	: u	14.6 	1.8 	: u	0 u	18.6 u	7.8 	0 	3.5 u	: u	3.5 	0 	: u	: u	: u	22.9 u	0 u	1.8 u	0 	6.9 u	0 	: u	22.7 u	: u	: u	12.3 	: u
PC,MV_AERO_MSC,NEU28_FOR,T,Y_GE18,2014	12.0 	12.8 	14.5 u	3.1 	24.0 	22.7 	3.2 	9.5 	7.8 	11.2 	7.9 	1.4 	4.6 	4.1 	4.0 	2.4 	19.8 	15.2 u	16.9 	19.1 	6.1 	8.8 	: u	13.3 	: u	26.0 	27.0 	38.1 	22.4 	16.9 	0.6 
PC,MV_AERO_MSC,NEU28_FOR,T,Y_GE65,2014	7.5 	8.2 	: u	: u	18.5 u	14.0 	1.4 	4.7 u	0 u	15.8 	5.2 	0.5 	4.5 	0 u	2.9 	0 	: u	: u	: u	26.7 u	0 	1.0 	: u	6.6 	: u	: u	21.3 u	: u	: u	11.6 	0 u
PC,MV_AERO_MSC,NEU28_FOR,T,Y_GE75,2014	5.5 	6.3 	: u	: u	: u	13.5 	1.0 	: u	0 u	: u	1.5 	1.2 	6.5 u	: u	2.2 	0 u	: u	: u	: u	: u	0 	0 u	: u	: u	: u	: u	: u	: u	: u	10.6 	0 u
PC,MV_MSC,EU28_FOR,F,TOTAL,2014	19.2 	19.2 	: u	7.0 	39.4 	30.8 	: u	24.3 	16.9 	10.1 	12.4 	6.3 u	7.2 	6.5 	10.7 	: u	20.4 	12.4 	5.4 	30.2 	6.1 	9.3 	0 	34.0 	7.4 	28.9 u	33.4 	48.7 	19.7 	80.8 	2.0 
PC,MV_MSC,EU28_FOR,F,Y15-24,2014	25.3 	21.6 	: u	: u	: u	36.1 u	: u	: u	: u	10.4 u	: u	: u	18.1 u	7.8 u	0 	0 	22.8 u	: u	: u	40.1 u	: u	: u	0 	: u	: u	: u	: u	71.0 u	: u	: u	: u
PC,MV_MSC,EU28_FOR,F,Y18-24,2014	25.8 	21.9 	: u	: u	: u	35.6 u	: u	: u	: u	: u	: u	: u	16.2 u	: u	0 	0 	25.1 u	: u	: u	37.1 u	: u	: u	0 	: u	: u	0 	: u	: u	: u	: u	: u
PC,MV_MSC,EU28_FOR,F,Y18-29,2014	20.0 	19.6 	: u	: u	40.4 u	32.3 	: u	19.9 	: u	6.2 	: u	: u	8.8 	2.8 u	: u	0 	20.8 	: u	: u	32.6 	: u	: u	0 	: u	: u	: u	42.2 u	83.1 u	12.4 u	18.1 u	: u
PC,MV_MSC,EU28_FOR,F,Y18-44,2014	19.3 	19.6 	: u	: u	39.7 u	29.3 	: u	26.6 	9.3 	10.3 	20.5 	7.8 u	8.2 	5.2 	: u	: u	20.4 	25.0 u	: u	27.7 	: u	9.6 	0 	45.0 u	: u	32.9 u	43.2 	52.7 	19.5 	20.8 	2.9 u
PC,MV_MSC,EU28_FOR,F,Y18-64,2014	19.2 	19.6 	: u	9.9 u	37.7 	29.9 	: u	25.0 	13.4 	10.2 	15.7 	8.7 u	7.2 	6.1 	18.2 u	: u	22.2 	19.0 u	94.4 u	27.7 	: u	10.0 	0 	43.1 	8.5 u	30.8 u	36.5 	48.6 	21.2 	21.6 	1.5 
PC,MV_MSC,EU28_FOR,F,Y25-34,2014	19.5 	19.3 	: u	: u	: u	32.2 	: u	28.1 	: u	11.0 	19.8 u	: u	4.6 	4.5 u	: u	0 	18.2 	: u	: u	29.5 	: u	15.0 u	0 	: u	: u	: u	38.5 u	54.0 u	28.7 u	18.7 	: u
PC,MV_MSC,EU28_FOR,F,Y25-64,2014	18.7 	19.4 	: u	9.0 u	33.0 	29.5 	: u	25.6 	12.9 	10.3 	15.1 	9.7 u	6.4 	6.7 	18.2 u	: u	22.0 	16.4 u	5.8 u	26.8 	: u	7.8 	0 	41.3 	9.1 u	30.8 u	36.2 	43.1 	22.3 	23.2 	1.5 
PC,MV_MSC,EU28_FOR,F,Y35-44,2014	17.5 	19.4 	: u	: u	: u	26.0 	: u	27.5 	7.4 u	9.8 	19.2 u	: u	9.1 	7.0 	: u	: u	20.9 	: u	: u	22.7 	: u	3.9 	0 	: u	: u	: u	47.1 u	37.2 u	12.4 u	29.5 	0 u
PC,MV_MSC,EU28_FOR,F,Y45-54,2014	17.7 	19.1 	0 	: u	: u	32.0 	: u	23.0 	18.0 u	8.1 u	4.7 u	: u	5.9 	8.6 	: u	: u	27.4 	: u	: u	26.3 	: u	8.2 u	0 	: u	: u	: u	30.6 u	28.1 u	21.2 u	36.9 u	0 u
PC,MV_MSC,EU28_FOR,F,Y45-64,2014	19.0 	19.5 	: u	: u	33.6 u	30.5 	: u	21.3 	19.0 u	10.1 	11.3 	: u	5.6 	8.4 	9.2 u	: u	24.7 	: u	0 u	27.7 	: u	11.5 	0 	41.6 u	8.0 u	: u	29.9 	36.4 u	25.5 	25.6 	0 
PC,MV_MSC,EU28_FOR,F,Y55-64,2014	21.0 	20.1 	: u	: u	: u	28.7 	: u	18.0 	: u	14.1 u	18.5 u	: u	4.8 	7.8 u	: u	: u	20.2 	: u	: u	29.4 	: u	: u	0 	30.9 u	: u	: u	29.3 u	: u	30.3 u	9.0 u	0 u
PC,MV_MSC,EU28_FOR,F,Y65-74,2014	22.8 	21.9 	0 	2.3 u	: u	39.8 	: u	11.3 	: u	11.3 u	7.1 	: u	3.1 u	2.6 u	2.5 u	: u	9.0 u	: u	: u	43.6 	0 u	: u	0 	26.3 u	: u	: u	30.9 u	: u	8.2 u	13.7 	: u
PC,MV_MSC,EU28_FOR,F,Y_GE18,2014	19.1 	19.2 	: u	7.0 	38.5 	30.8 	: u	23.4 	14.1 	10.0 	12.5 	6.6 u	6.8 	5.8 	10.7 	: u	20.5 	12.4 	5.7 	29.9 	6.1 	9.4 	0 	33.7 	7.4 	30.3 u	33.7 	48.7 	19.3 	19.6 	2.0 
PC,MV_MSC,EU28_FOR,F,Y_GE65,2014	18.9 	17.8 	: u	3.5 	: u	33.3 	: u	8.1 	: u	7.7 u	6.8 	: u	2.0 u	2.0 u	1.7 u	: u	10.4 	0 u	5.9 u	36.9 	0 u	3.9 u	0 	20.7 u	6.1 u	: u	29.3 	: u	7.5 u	9.7 	4.1 u
PC,MV_MSC,EU28_FOR,F,Y_GE75,2014	13.4 	12.3 	: u	4.7 u	: u	19.2 u	: u	1.8 u	: u	: u	6.4 u	: u	: u	: u	: u	: u	12.6 u	: u	: u	31.7 u	: u	: u	0 	15.3 u	: u	0 	27.8 u	: u	: u	6.0 u	: u
PC,MV_MSC,EU28_FOR,M,TOTAL,2014	23.4 	23.5 	: u	12.9 	28.3 	31.7 	: u	31.7 	16.6 	15.1 	13.3 	14.9 u	16.3 	6.2 	21.1 u	: u	28.0 	84.0 u	15.1 	36.5 	19.3 u	17.1 	0 	23.9 	6.6 u	34.5 u	40.3 	43.5 	26.7 	23.7 	5.7 
PC,MV_MSC,EU28_FOR,M,Y15-24,2014	26.8 	28.6 	0 	: u	: u	: u	: u	: u	: u	: u	: u	: u	32.4 u	8.1 u	0 	0 	43.7 u	: u	: u	47.5 u	: u	: u	0 	: u	0 	: u	: u	: u	29.2 u	: u	: u
PC,MV_MSC,EU28_FOR,M,Y18-24,2014	25.2 	28.1 	0 	: u	: u	: u	0 	: u	: u	: u	: u	: u	: u	: u	0 	0 	: u	: u	: u	: u	0 	: u	0 	: u	0 	: u	: u	: u	: u	: u	: u
PC,MV_MSC,EU28_FOR,M,Y18-29,2014	35.0 	35.3 	: u	: u	: u	45.5 u	: u	37.6 u	: u	22.3 u	: u	: u	20.5 u	8.7 u	: u	0 	40.1 	: u	: u	50.8 u	: u	: u	0 	: u	0 	: u	76.2 u	: u	39.3 u	63.7 u	: u
PC,MV_MSC,EU28_FOR,M,Y18-44,2014	26.8 	26.3 	: u	: u	25.4 u	34.8 	: u	38.1 	14.8 u	19.6 	19.9 u	: u	15.1 	7.1 	: u	0 	30.0 	: u	: u	38.8 	: u	20.7 	0 	: u	: u	32.3 u	53.4 	47.2 u	26.9 	24.7 	10.6 u
PC,MV_MSC,EU28_FOR,M,Y18-64,2014	24.0 	24.2 	: u	15.3 u	25.6 u	31.1 	: u	32.4 	15.7 u	16.6 	17.1 	16.3 u	14.6 	6.3 	22.7 u	: u	27.6 	13.8 u	12.6 u	37.4 	: u	17.8 	0 	26.2 	: u	32.9 u	38.4 	41.9 	26.4 	25.2 	6.2 
PC,MV_MSC,EU28_FOR,M,Y25-34,2014	30.6 	27.6 	: u	: u	: u	37.9 u	: u	45.6 	: u	24.3 u	: u	: u	10.3 	6.7 u	: u	0 	32.6 	: u	: u	45.7 	: u	34.5 u	0 	: u	: u	: u	: u	35.2 u	31.4 	21.1 	: u
PC,MV_MSC,EU28_FOR,M,Y25-64,2014	23.9 	23.9 	: u	16.3 u	24.0 u	31.6 	: u	34.0 	14.6 u	17.2 	17.9 	16.7 u	13.3 	6.2 	22.7 u	: u	26.2 	12.7 u	11.1 u	36.3 	: u	17.7 	0 	23.6 u	: u	30.2 u	33.6 	40.9 	25.3 	24.1 	6.3 
PC,MV_MSC,EU28_FOR,M,Y35-44,2014	23.7 	24.4 	: u	: u	: u	34.1 u	: u	37.7 	: u	18.9 	: u	: u	16.1 	7.7 u	: u	0 	23.9 	: u	: u	29.8 	: u	87.6 	0 	: u	: u	: u	44.6 u	: u	19.5 	27.0 u	14.5 u
PC,MV_MSC,EU28_FOR,M,Y45-54,2014	20.1 	21.6 	: u	: u	: u	29.2 	: u	19.7 	: u	11.3 	12.3 u	: u	16.9 u	6.8 u	: u	: u	28.3 	: u	: u	32.1 	: u	2.7 u	0 	: u	: u	: u	23.0 u	: u	22.2 u	32.6 u	: u
PC,MV_MSC,EU28_FOR,M,Y45-64,2014	20.3 	21.0 	: u	20.4 u	: u	27.6 	: u	19.8 	: u	10.6 	15.8 	: u	13.4 	4.5 	14.3 u	: u	24.1 	: u	5.2 u	34.7 	: u	4.9 u	0 	13.8 u	: u	: u	22.9 	32.9 u	24.8 	26.7 	0 u
