physact,deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
MV_AERO_MSC,TOTAL,T,Y35-44,PC,2014	11.0 	11.5 	5.6 	8.0 	23.4 	19.0 	4.7 	14.2 	8.1 	10.9 	7.7 	5.0 	9.4 	4.8 	10.3 	7.1 	18.2 	11.9 	4.8 	19.9 	5.0 	6.3 	0.4 	17.8 	10.5 	23.4 	30.4 	46.4 	16.8 	15.5 	1.3 
MV_AERO_MSC,TOTAL,T,Y45-54,PC,2014	11.0 	11.4 	3.4 	5.2 	25.3 	21.8 	4.8 	10.1 	5.5 	8.3 	7.1 	3.4 	7.0 	4.1 	6.4 	4.4 	15.4 	10.0 	2.7 	21.0 	1.3 	3.7 	0.2 	19.7 	7.0 	25.9 	29.8 	42.2 	19.0 	13.9 	0.4 
MV_AERO_MSC,TOTAL,T,Y45-64,PC,2014	10.3 	10.5 	2.1 	3.8 	23.5 	22.1 	3.6 	8.5 	4.1 	7.4 	7.5 	2.5 	5.8 	2.9 	5.7 	3.4 	15.3 	7.4 	2.2 	22.5 	1.2 	3.8 	0.1 	16.5 	5.4 	23.0 	28.1 	39.5 	16.4 	12.3 	0.3 
MV_AERO_MSC,TOTAL,T,Y55-64,PC,2014	9.4 	9.5 	0.9 	2.5 	21.3 	22.5 	2.5 	6.4 	2.6 	6.3 	7.9 	1.7 	4.3 	1.5 	4.9 	2.2 	15.2 	5.1 	1.7 	24.4 	1.2 	3.9 	0.1 	13.2 	3.8 	20.1 	26.2 	36.5 	13.3 	10.4 	0.2 
MV_AERO_MSC,TOTAL,T,Y65-74,PC,2014	9.1 	9.1 	0.3 	1.5 	24.3 	22.7 	1.6 	3.7 	1.2 	5.6 	6.5 	0.5 	3.0 	1.0 	3.4 	1.2 	9.5 	4.3 	1.2 	25.0 	0.3 	2.3 	0.0 	12.0 	0.8 	20.8 	29.1 	30.0 	12.2 	8.9 	0.2 
MV_AERO_MSC,TOTAL,T,Y_GE18,PC,2014	11.9 	12.1 	4.7 	7.5 	25.5 	23.2 	4.8 	12.2 	6.9 	10.1 	8.1 	4.3 	7.2 	5.0 	9.7 	6.8 	17.3 	11.1 	5.1 	24.4 	3.9 	6.6 	0.6 	18.5 	9.9 	26.5 	30.3 	43.3 	20.3 	13.8 	1.1 
MV_AERO_MSC,TOTAL,T,Y_GE65,PC,2014	7.4 	7.3 	0.3 	1.0 	20.8 	19.6 	1.0 	2.8 	0.8 	3.7 	4.2 	0.6 	2.0 	0.8 	2.5 	0.9 	8.1 	3.2 	0.9 	23.2 	0.3 	1.8 	0.0 	8.7 	0.8 	18.5 	22.6 	25.6 	9.9 	6.7 	0.1 
MV_AERO_MSC,TOTAL,T,Y_GE75,PC,2014	5.4 	5.2 	0.3 	0.4 	15.0 	16.3 	0.3 	1.5 	0.4 	1.5 	1.6 	0.8 	0.9 	0.4 	1.5 	0.6 	5.6 	1.7 	0.4 	20.8 	0.2 	1.3 	0 	5.0 	0.7 	14.1 u	13.6 	19.8 	6.9 	3.9 	0 
MV_MSC,DEG1,F,TOTAL,PC,2014	16.5 	16.7 	9.5 	12.8 	37.0 	32.2 	11.1 	23.1 	10.5 	11.2 	13.0 	7.1 	10.9 	7.3 	15.0 	10.5 	28.9 	22.1 	3.1 	30.5 	6.4 	8.1 	0.3 	37.9 	14.3 	36.7 	37.0 	59.1 	25.1 	18.0 	0 
MV_MSC,DEG1,F,Y15-24,PC,2014	24.0 	24.1 	33.3 	13.0 	41.9 	40.6 	26.4 	29.7 	17.1 	13.8 	17.5 	10.2 	19.6 	7.8 	36.8 	20.3 	38.7 u	40.4 	6.4 	39.1 	12.7 	13.2 	0.8 	44.0 	26.2 	51.6 	45.8 	71.1 	41.4 	24.6 	0 
MV_MSC,DEG1,F,Y18-24,PC,2014	23.8 	24.0 	28.3 	10.9 u	41.7 	38.9 	28.3 	25.1 u	17.5 	14.4 	17.3 	8.3 u	19.4 	8.1 	35.1 	15.9 	39.1 u	33.5 	8.3 	38.3 	12.7 	15.6 	1.0 	38.9 	29.8 	49.7 	49.1 	72.2 	37.3 	25.2 	0 
MV_MSC,DEG1,F,Y18-29,PC,2014	23.5 	23.9 	20.6 	17.0 	39.9 	38.7 	20.9 	28.4 	17.2 	15.8 	18.6 	12.4 	19.6 	13.3 	31.1 	11.8 	33.8 u	32.1 	7.3 	30.3 	11.6 	15.7 	1.2 	38.9 	25.3 	45.6 	44.6 	70.6 	35.6 	25.5 	0 
MV_MSC,DEG1,F,Y18-44,PC,2014	18.7 	19.1 	14.7 	16.8 	37.4 	31.5 	16.8 	27.8 	15.4 	14.1 	13.4 	8.1 	15.5 	11.2 	23.5 	11.4 	30.3 	27.7 	5.8 	27.9 	11.5 	11.1 	0.7 	37.5 	21.3 	40.3 	37.5 	63.0 	27.6 	20.8 	0 
MV_MSC,DEG1,F,Y18-64,PC,2014	17.4 	17.8 	10.6 	16.0 	37.2 	31.9 	13.2 	24.4 	12.6 	12.6 	14.0 	8.5 	13.0 	8.6 	17.8 	10.5 	30.3 	24.9 	4.0 	29.7 	7.9 	9.1 	0.4 	39.8 	17.5 	38.0 	38.7 	61.4 	25.8 	19.7 	0 
MV_MSC,DEG1,F,Y25-34,PC,2014	20.3 	20.5 	9.9 	18.5 	37.8 	33.4 	15.9 	29.9 	15.1 	19.0 	15.7 	12.1 u	16.9 	12.9 	25.6 	6.5 	23.1 	31.7 	7.0 	22.6 	12.2 	13.5 	0.9 	37.6 	19.0 	38.7 	30.4 	63.5 	29.2 	21.6 	0 
MV_MSC,DEG1,F,Y25-64,PC,2014	16.6 	17.0 	8.9 	16.5 	36.2 	30.8 	11.0 	24.3 	11.9 	12.4 	13.5 	8.5 	12.3 	8.6 	16.0 	9.7 	29.3 	23.7 	3.2 	28.1 	7.4 	8.2 	0.4 	39.9 	15.4 	35.4 	37.4 	59.6 	23.7 	18.9 	0 
MV_MSC,DEG1,F,Y35-44,PC,2014	14.5 	15.0 	14.0 	17.2 	32.4 	24.4 	10.6 	27.1 	14.5 	10.5 	8.7 	5.0 	12.8 	10.9 	15.6 	13.7 	33.3 	21.8 	2.5 	26.3 	10.2 	7.1 	0.3 	36.7 	18.4 	33.8 	36.8 	56.8 	18.4 	17.3 	0 
MV_MSC,DEG1,F,Y45-54,PC,2014	16.7 	17.2 	9.1 	15.8 	39.9 	31.3 	9.8 	19.1 	9.9 	12.1 	14.1 	6.9 	11.7 	5.2 	13.3 	10.2 	29.1 	23.6 	1.4 	29.3 	4.9 	6.6 	0.1 	40.4 	14.5 	34.0 	41.1 	61.6 	25.8 	19.6 	0 
MV_MSC,DEG1,F,Y45-64,PC,2014	15.8 	16.2 	5.1 	15.0 	36.9 	32.4 	8.0 	18.0 	8.5 	10.7 	14.8 	9.0 	10.6 	4.1 	11.3 	9.3 	30.4 	20.8 	1.4 	32.6 	2.9 	6.8 	0.1 	42.4 	11.1 	34.0 	39.8 	59.1 	22.3 	18.0 	0 
MV_MSC,DEG1,F,Y55-64,PC,2014	14.8 	15.0 	2.0 	14.2 	33.5 	33.7 	6.3 	16.8 	7.1 	8.9 	15.6 	11.0 	9.2 	2.5 	9.4 	8.4 	32.0 	18.6 	1.4 	37.0 	1.6 	7.0 	0.1 	44.5 	8.1 	34.1 	38.3 	56.3 	17.9 	16.1 	0 
MV_MSC,DEG1,F,Y65-74,PC,2014	14.6 	14.4 	1.7 	5.8 	36.5 	34.1 	5.1 	16.3 	5.7 	9.2 	10.5 	3.8 u	8.1 	2.1 	7.2 	9.7 	20.8 u	13.7 	1.4 	34.6 	0.7 	8.1 	0 	35.2 	4.6 	31.5 	38.0 	47.0 	19.0 	13.3 	0 
MV_MSC,DEG1,F,Y_GE18,PC,2014	16.2 	16.5 	8.6 	12.7 	36.8 	31.8 	10.8 	22.5 	10.5 	11.2 	12.8 	6.8 	10.7 	7.3 	14.4 	9.7 	28.6 	21.1 	3.3 	30.3 	6.2 	8.2 	0.3 	37.2 	14.4 	36.1 	36.7 	58.6 	23.9 	18.0 	0 
MV_MSC,DEG1,F,Y_GE65,PC,2014	12.5 	12.4 	1.9 	4.0 	35.1 	31.4 	3.5 	13.3 	4.2 	6.3 	8.9 	2.0 u	5.0 	1.2 	5.6 	7.4 	21.4 u	10.3 	1.1 	32.0 	0.5 	5.4 	0 	29.1 	2.6 	28.5 	31.8 	45.3 	13.7 	12.0 	0 
MV_MSC,DEG1,F,Y_GE75,PC,2014	10.1 	10.2 	2.3 	1.6 	32.9 	28.6 	1.9 	9.9 	3.0 	3.1 	7.3 	0 u	1.8 	0 	4.0 	4.9 	: u	5.8 	0.8 	28.7 	0.4 	2.9 	0 	24.2 	0 	22.9 u	24.1 	43.4 	9.4 	10.5 	0 
MV_MSC,DEG1,M,TOTAL,PC,2014	22.8 	23.1 	17.6 	18.0 	39.5 	36.1 	21.3 	32.3 	15.3 	19.0 	23.0 	18.1 	15.9 	11.3 	27.0 	19.7 	31.8 	26.4 	9.2 	39.1 	10.3 	17.3 	2.1 	42.3 	20.8 	43.0 	39.9 	50.8 	30.6 	24.4 	0 
MV_MSC,DEG1,M,Y15-24,PC,2014	40.2 	39.1 	39.1 	39.7 	55.4 	53.1 	38.7 	50.9 u	29.6 	33.8 	44.3 	46.7 u	27.0 	21.9 	47.6 	40.8 	: u	55.1 	25.7 	56.9 	28.3 	39.6 	6.0 	62.3 	45.8 	57.8 	58.5 	67.0 	51.8 	31.9 	0 
MV_MSC,DEG1,M,Y18-24,PC,2014	39.7 	39.1 	36.1 	36.9 	52.9 	50.2 	36.7 	46.8 u	27.3 	37.0 	46.3 	46.9 u	23.4 	17.8 	44.7 	40.9 	: u	52.4 	25.7 	54.6 	31.0 	38.2 	5.2 	60.6 u	47.5 	54.6 	54.3 	62.8 	49.9 	35.8 	0 
MV_MSC,DEG1,M,Y18-29,PC,2014	37.1 	37.1 	33.7 	34.2 	45.5 	47.8 	38.1 	49.2 	30.5 	34.7 	41.4 	35.0 u	25.5 	18.7 	42.9 	32.5 	34.6 u	45.6 	24.7 	51.4 	23.2 	37.8 	6.1 	49.5 	40.0 	55.7 	50.4 	58.3 	44.2 	37.4 	0 
MV_MSC,DEG1,M,Y18-44,PC,2014	28.9 	29.4 	26.2 	25.4 	39.8 	39.6 	25.9 	40.6 	23.7 	27.0 	30.3 	29.4 	22.4 	15.3 	35.5 	26.4 	35.0 	33.6 	16.4 	44.1 	17.4 	27.8 	3.6 	44.0 	27.9 	45.4 	43.5 	56.5 	36.0 	32.5 	0 
MV_MSC,DEG1,M,Y18-64,PC,2014	23.7 	24.3 	19.4 	19.9 	38.7 	34.8 	22.7 	34.5 	18.1 	21.2 	24.8 	21.5 	17.9 	11.9 	28.5 	20.7 	31.4 	27.0 	10.4 	38.7 	12.2 	19.4 	2.2 	41.3 	23.1 	42.4 	38.1 	51.9 	32.3 	27.2 	0 
MV_MSC,DEG1,M,Y25-34,PC,2014	30.6 	31.3 	29.1 	29.5 	41.0 	42.1 	30.9 	44.0 	29.0 	29.9 	30.0 	23.4 u	25.4 	17.2 	36.8 	25.4 	34.9 	29.3 	15.8 	45.0 	16.4 	29.1 	5.4 	40.6 	22.6 	53.8 	40.4 	54.3 	41.6 	34.5 	0 
MV_MSC,DEG1,M,Y25-64,PC,2014	21.5 	22.3 	17.3 	17.5 	35.9 	32.6 	20.7 	32.4 	16.6 	19.2 	21.7 	17.2 	17.2 	11.1 	26.4 	16.8 	31.1 	23.2 	7.7 	35.8 	9.7 	16.7 	1.9 	38.7 	19.5 	40.4 	35.8 	49.9 	28.9 	26.2 	0 
MV_MSC,DEG1,M,Y35-44,PC,2014	21.6 	22.7 	19.5 	16.3 	28.2 	30.1 	14.7 	33.2 	16.4 	20.6 	21.9 	23.2 u	19.7 	11.4 	29.4 	16.5 	35.7 	28.2 	9.7 	34.7 	11.9 	21.0 	1.1 	39.2 	23.2 	30.5 	40.3 	54.7 	17.1 	28.8 	0 
MV_MSC,DEG1,M,Y45-54,PC,2014	17.7 	18.5 	13.6 	7.8 	38.9 	28.4 	19.3 	24.8 	12.8 	14.8 	16.0 	11.1 	14.6 	9.4 	18.5 	13.6 	31.0 	19.8 	3.0 	28.1 	3.5 	8.1 	0.6 	38.3 	20.3 	33.4 	30.8 	47.9 	22.8 	22.6 	0 
MV_MSC,DEG1,M,Y45-64,PC,2014	16.4 	17.1 	9.0 	10.4 	36.5 	28.2 	16.8 	22.2 	8.7 	13.0 	17.0 	11.3 	12.8 	6.4 	18.1 	10.6 	25.3 	16.0 	2.4 	29.6 	3.9 	9.1 	0.3 	37.3 	14.7 	37.4 	31.8 	44.1 	23.9 	20.4 	0 
MV_MSC,DEG1,M,Y55-64,PC,2014	14.9 	15.4 	4.8 	12.7 	33.3 	27.8 	14.1 	18.8 	3.2 	10.6 	18.3 	11.6 u	10.6 	2.9 	17.6 	7.4 	15.0 u	12.5 	1.8 	32.0 	4.1 	10.3 	0 	36.1 	9.0 	42.1 	32.9 	40.1 	25.3 	17.7 	0 
MV_MSC,DEG1,M,Y65-74,PC,2014	15.6 	15.8 	2.9 	8.2 	37.3 	34.7 	8.0 	17.4 	0.8 	9.7 	11.5 	1.9 	8.5 	3.9 	17.2 	12.9 	40.0 u	19.2 	1.9 	31.6 	0.6 	4.4 	0 	46.2 	3.0 	41.3 	46.6 	40.5 	19.8 	16.9 	0 
MV_MSC,DEG1,M,Y_GE18,PC,2014	22.1 	22.6 	16.6 	17.0 	38.4 	35.2 	20.4 	31.4 	14.7 	18.7 	22.2 	17.2 	15.2 	10.3 	26.3 	18.5 	32.0 	25.3 	8.6 	38.1 	10.1 	16.3 	1.9 	41.1 	20.2 	42.0 	38.3 	49.2 	29.6 	24.6 	0 
MV_MSC,DEG1,M,Y_GE65,PC,2014	15.6 	15.5 	2.3 	7.6 	36.9 	36.9 	7.3 	14.3 	1.5 	7.3 	11.8 	2.9 	7.3 	2.6 	15.7 	7.8 	35.1 	17.8 	1.2 	35.4 	0.5 	4.9 	0 	40.1 	2.4 	40.1 	39.1 	36.5 	15.0 	15.0 	0 
MV_MSC,DEG1,M,Y_GE75,PC,2014	15.7 	15.1 	1.2 	6.8 	36.1 	39.4 	6.4 	9.0 	2.2 	3.4 	12.2 	4.8 u	5.8 	0.8 	13.5 	1.3 	31.3 u	15.2 u	0 	40.5 	0.4 	5.6 	0 	29.1 u	1.7 	38.2 	24.6 	30.6 	8.4 	12.2 	0 
MV_MSC,DEG1,T,TOTAL,PC,2014	19.5 	19.7 	13.3 	15.2 	38.2 	34.1 	15.9 	27.6 	12.8 	14.9 	17.6 	12.0 	13.3 	9.2 	20.0 	14.5 	30.4 	24.1 	6.2 	34.6 	8.2 	12.4 	1.2 	39.9 	17.4 	39.5 	38.5 	54.9 	27.9 	21.0 	0 
MV_MSC,DEG1,T,Y15-24,PC,2014	32.1 	31.5 	36.5 	28.5 	48.4 	46.8 	32.4 	40.5 	23.7 	23.9 	30.4 	26.0 	23.5 	14.3 	42.0 	31.0 	34.9 	47.8 	16.2 	48.4 	20.5 	26.1 	3.3 	52.8 	35.6 	54.3 	52.4 	68.9 	46.5 	27.6 	0 
MV_MSC,DEG1,T,Y18-24,PC,2014	31.6 	31.3 	32.6 	25.7 	46.8 	44.4 	32.3 	36.6 	22.6 	25.7 	31.1 	24.7 	21.5 	12.5 	39.9 	28.8 	36.0 u	42.9 	17.1 	46.3 	21.9 	26.8 	2.9 	49.1 	38.1 	51.6 	52.0 	67.3 	43.6 	29.4 	0 
MV_MSC,DEG1,T,Y18-29,PC,2014	30.2 	30.2 	27.6 	26.4 	42.6 	43.2 	29.6 	39.5 	24.3 	25.5 	29.2 	22.5 	22.6 	15.8 	36.8 	23.1 	34.3 	38.5 	16.5 	40.6 	17.0 	26.4 	3.5 	44.5 	32.7 	49.6 	47.8 	63.9 	39.9 	30.4 	0 
MV_MSC,DEG1,T,Y18-44,PC,2014	23.7 	24.1 	20.5 	21.1 	38.6 	35.6 	21.5 	34.3 	19.6 	20.5 	21.4 	17.6 	18.9 	13.1 	29.3 	18.8 	32.7 	30.6 	11.3 	36.0 	14.3 	19.1 	2.1 	40.9 	24.6 	42.6 	40.8 	59.6 	31.9 	26.0 	0 
MV_MSC,DEG1,T,Y18-64,PC,2014	20.5 	20.9 	14.9 	17.9 	38.0 	33.4 	17.9 	29.4 	15.2 	16.8 	19.1 	14.3 	15.3 	10.1 	22.7 	15.2 	30.9 	25.9 	7.3 	34.1 	9.9 	14.0 	1.3 	40.5 	20.3 	40.0 	38.4 	56.6 	29.1 	23.1 	0 
MV_MSC,DEG1,T,Y25-34,PC,2014	25.4 	25.8 	19.9 	24.0 	39.4 	38.0 	23.7 	37.0 	22.1 	24.5 	22.3 	17.8 	21.1 	14.9 	30.9 	16.1 	29.7 	30.6 	11.6 	33.9 	14.1 	21.1 	3.2 	39.2 	20.9 	45.5 	35.7 	58.5 	35.7 	27.4 	0 
MV_MSC,DEG1,T,Y25-64,PC,2014	19.0 	19.5 	13.0 	17.0 	36.0 	31.7 	15.8 	28.3 	14.2 	15.7 	17.3 	12.4 	14.6 	9.8 	20.7 	12.9 	30.3 	23.5 	5.5 	31.9 	8.4 	12.2 	1.1 	39.3 	17.5 	37.7 	36.6 	54.8 	26.3 	22.3 	0 
MV_MSC,DEG1,T,Y35-44,PC,2014	18.0 	18.7 	16.6 	16.7 	30.1 	27.3 	12.8 	30.1 	15.4 	15.5 	15.1 	12.3 	16.1 	11.2 	22.2 	15.0 	34.5 	24.9 	6.2 	30.5 	11.0 	13.6 	0.7 	37.9 	20.8 	32.1 	38.8 	55.8 	17.8 	22.7 	0 
MV_MSC,DEG1,T,Y45-54,PC,2014	17.2 	17.8 	11.3 	12.2 	39.4 	29.8 	14.3 	21.9 	11.3 	13.4 	15.0 	9.1 	13.0 	7.1 	15.6 	11.6 	30.2 	21.8 	2.2 	28.7 	4.2 	7.3 	0.3 	39.5 	17.5 	33.7 	36.0 	55.2 	24.4 	21.0 	0 
MV_MSC,DEG1,T,Y45-64,PC,2014	16.1 	16.6 	6.9 	12.9 	36.7 	30.3 	12.0 	20.1 	8.6 	11.8 	15.8 	10.1 	11.6 	5.2 	14.2 	9.9 	27.6 	18.6 	1.9 	31.2 	3.3 	7.8 	0.2 	40.1 	12.9 	35.5 	35.8 	52.0 	23.1 	19.2 	0 
MV_MSC,DEG1,T,Y55-64,PC,2014	14.8 	15.2 	3.3 	13.5 	33.4 	30.8 	9.8 	17.8 	5.4 	9.7 	16.8 	11.2 	9.8 	2.7 	12.7 	8.0 	23.9 	15.9 	1.6 	34.8 	2.7 	8.5 	0.1 	40.8 	8.5 	37.6 	35.6 	48.6 	21.4 	16.8 	0 
MV_MSC,DEG1,T,Y65-74,PC,2014	15.0 	15.0 	2.1 	6.8 	36.8 	34.4 	6.2 	16.8 	3.5 	9.5 	10.9 	2.9 	8.3 	3.0 	10.6 	10.8 	28.5 u	16.0 	1.7 	33.4 	0.6 	6.4 	0 	40.6 	4.0 	35.5 	42.4 	43.6 	19.4 	15.0 	0 
MV_MSC,DEG1,T,Y_GE18,PC,2014	19.0 	19.3 	12.3 	14.7 	37.6 	33.4 	15.3 	26.9 	12.5 	14.7 	17.1 	11.4 	12.8 	8.7 	19.4 	13.5 	30.3 	23.0 	5.9 	34.0 	8.0 	11.9 	1.1 	39.0 	17.2 	38.7 	37.5 	53.9 	26.7 	21.0 	0 
MV_MSC,DEG1,T,Y_GE65,PC,2014	13.8 	13.7 	2.1 	5.5 	35.8 	33.7 	4.7 	13.8 	3.1 	6.7 	10.2 	2.4 u	6.0 	1.8 	8.7 	7.5 	27.7 	13.1 	1.2 	33.3 	0.5 	5.2 	0 	33.4 	2.5 	33.4 	35.2 	41.0 	14.4 	13.3 	0 
MV_MSC,DEG1,T,Y_GE75,PC,2014	12.3 	12.1 	1.9 	3.7 	34.1 	33.1 	3.2 	9.6 	2.6 	3.2 	9.3 	1.7 u	3.5 	0.4 	6.5 	3.8 	27.0 	8.9 	0.5 	33.2 	0.4 	3.9 	0 	25.6 	0.7 	29.6 	24.3 	37.5 	9.0 	11.2 	0 
MV_MSC,DEG2,F,TOTAL,PC,2014	16.3 	16.3 	3.8 	12.4 	32.8 	29.4 	6.8 	23.5 	10.1 	10.2 	12.4 	6.2 	9.3 	5.7 	10.9 	11.6 	20.6 	17.8 	4.0 	30.3 	4.1 	7.0 	0.1 	30.7 	9.1 	32.9 	39.1 	53.5 	25.1 	16.2 	0 
MV_MSC,DEG2,F,Y15-24,PC,2014	25.7 	25.6 	16.2 	22.2 	35.5 	41.7 	20.4 	33.4 u	23.5 	19.6 	16.8 	10.7 	18.6 	13.9 	19.0 	33.2 u	30.7 	35.5 	9.8 	36.9 	10.3 	9.8 	0.5 	47.2 	17.4 	52.3 	51.7 	67.3 	46.0 	24.1 	0 
MV_MSC,DEG2,F,Y18-24,PC,2014	25.3 	25.1 	14.2 u	22.0 	37.5 u	41.7 	21.9 u	26.1 u	17.0 	22.1 	16.8 	9.6 	17.5 	20.7 	16.9 	30.2 u	29.9 	29.0 	12.5 	36.5 	10.0 	11.7 	0.3 	47.7 	17.8 	50.6 	53.0 	63.6 	46.4 	22.0 	0 
MV_MSC,DEG2,F,Y18-29,PC,2014	22.5 	21.7 	8.5 	24.5 	36.4 	37.4 	14.1 	25.0 	16.0 	15.2 	16.0 	8.6 	15.0 	14.1 	21.9 	22.6 u	29.0 	30.1 	10.7 	32.9 	8.4 	13.4 	0.1 	40.0 	17.1 	50.4 	47.4 	69.7 	42.7 	13.5 	0 
MV_MSC,DEG2,F,Y18-44,PC,2014	17.5 	17.6 	6.4 	16.1 	31.4 	28.4 	9.3 	26.5 	11.0 	12.3 	12.9 	8.5 	13.1 	9.2 	18.6 	14.4 	24.4 	24.1 	6.1 	28.9 	7.3 	10.4 	0.1 	35.9 	13.7 	36.7 	43.7 	63.5 	32.2 	18.7 	0 
MV_MSC,DEG2,F,Y18-64,PC,2014	16.9 	17.0 	4.6 	14.4 	32.2 	29.7 	7.6 	24.9 	10.9 	11.1 	13.3 	6.8 	10.5 	6.9 	13.3 	13.5 	22.2 	19.6 	4.9 	29.4 	4.9 	8.7 	0.1 	33.0 	10.6 	33.9 	41.0 	56.5 	27.2 	17.4 	0 
MV_MSC,DEG2,F,Y25-34,PC,2014	16.9 	16.5 	4.9 	22.2 	33.3 u	26.7 	7.2 	27.4 	12.6 	10.0 	13.3 	9.3 	12.5 	6.6 	23.5 	5.0 u	24.6 	26.3 	4.1 	27.3 	6.3 	12.0 	0 	37.6 	14.5 	36.5 	40.1 	68.0 	34.1 	13.7 	0 
MV_MSC,DEG2,F,Y25-64,PC,2014	15.9 	16.0 	3.7 	13.4 	31.3 	28.1 	6.4 	24.7 	10.0 	10.0 	12.8 	6.5 	9.8 	4.8 	12.7 	10.3 	20.6 	18.2 	3.6 	28.4 	4.4 	8.3 	0.1 	31.4 	9.5 	31.4 	39.1 	55.1 	24.4 	17.0 	0 
MV_MSC,DEG2,F,Y35-44,PC,2014	14.2 	15.0 	5.1 	8.8 	27.4 	22.5 	6.5 	25.9 	7.3 	10.6 	10.1 	6.7 	11.7 	5.6 	15.9 	8.2 u	20.2 	19.9 	3.4 	26.0 	7.2 	8.5 	0 	28.7 	10.6 	26.5 	41.2 	58.0 	22.8 	21.8 	0 
MV_MSC,DEG2,F,Y45-54,PC,2014	16.9 	17.0 	2.0 	13.7 	37.8 	31.2 	9.4 	25.5 	11.8 	8.9 	12.6 	7.4 	8.8 	2.4 	8.8 	15.4 u	16.9 	15.5 	4.2 	29.5 	2.9 	6.0 	0.1 	35.0 	8.3 	34.4 	36.2 	37.7 	27.3 	17.9 	0 
MV_MSC,DEG2,F,Y45-64,PC,2014	16.3 	16.3 	2.4 	12.1 	33.2 	30.9 	6.0 	22.1 	10.7 	9.5 	13.8 	5.1 	7.8 	2.9 	7.3 	12.6 	18.9 	13.8 	3.4 	30.0 	2.0 	6.5 	0.1 	29.6 	6.0 	30.9 	37.6 	45.0 	21.3 	16.0 	0 
MV_MSC,DEG2,F,Y55-64,PC,2014	15.6 	15.4 	2.7 	10.3 	27.7 	30.4 	3.2 	18.1 	9.4 	10.2 	14.9 	2.5 	6.5 	3.5 	5.8 	10.2 	21.5 	12.3 	2.7 	30.7 	1.2 	7.1 	0.1 	23.8 	4.0 	27.7 	39.2 	53.3 	13.9 	13.8 	0 
MV_MSC,DEG2,F,Y65-74,PC,2014	14.9 	14.7 	0.4 	4.4 	36.8 	31.2 	6.0 	5.3 	2.7 	8.0 	11.2 	4.3 	5.8 	0 	3.8 	7.9 u	16.6 	8.6 	0.9 	34.4 	0.2 	2.7 	0 	26.7 	1.7 	28.4 	37.3 	32.3 u	15.6 	13.5 	0 
MV_MSC,DEG2,F,Y_GE18,PC,2014	15.9 	15.9 	3.4 	12.1 	32.9 	28.9 	6.4 	21.8 	8.9 	10.0 	12.2 	6.0 	9.0 	5.9 	10.6 	10.8 	20.1 	16.7 	4.1 	30.0 	3.9 	7.0 	0.1 	30.2 	8.8 	31.9 	38.5 	52.3 	24.3 	15.9 	0 
MV_MSC,DEG2,F,Y_GE65,PC,2014	12.7 	12.6 	0.2 	4.8 	35.3 	26.8 	3.3 	5.2 	2.1 	5.6 	8.2 	3.4 	4.5 	0 	3.1 	4.3 	12.2 	8.0 	0.5 	32.0 	0.1 	1.8 	0 	22.2 	1.3 	25.8 	32.2 	33.5 	13.9 	11.7 	0 
MV_MSC,DEG2,F,Y_GE75,PC,2014	10.3 	10.2 	0 	5.3 	33.0 	22.4 	0.8 	5.1 	1.4 	2.8 	5.0 	2.3 	3.0 	0 u	2.4 	1.9 	5.3 u	7.1 	0 	29.2 	0 	0.9 	0 	17.0 	0.8 	21.2 u	26.7 	35.3 u	11.8 	9.4 	0 
MV_MSC,DEG2,M,TOTAL,PC,2014	21.0 	21.4 	12.2 	19.0 	40.2 	32.6 	15.4 	30.0 	13.9 	15.3 	17.1 	10.6 	14.0 	10.0 	22.2 	14.1 	31.8 	20.9 	11.0 	37.1 	8.6 	14.4 	2.1 	34.0 	16.5 	39.5 	39.9 	46.5 	26.2 	24.8 	0 
MV_MSC,DEG2,M,Y15-24,PC,2014	38.7 	39.2 	39.6 	38.4 	63.3 u	51.0 	46.8 	54.4 u	24.9 	28.3 	32.7 	24.2 	31.3 	22.8 	48.8 	45.2 u	52.0 	50.1 	24.3 	64.3 	27.8 	26.4 	7.6 	63.2 	38.1 	62.7 	61.1 	67.8 	50.9 	45.7 	0 
MV_MSC,DEG2,M,Y18-24,PC,2014	39.6 	40.1 	33.8 u	35.5 	66.7 u	51.3 	34.1 u	48.6 u	34.9 	34.5 	36.3 	25.3 	31.2 	24.8 	50.5 	: u	52.7 u	44.3 	27.7 	62.4 	26.9 	28.4 	7.5 	60.1 	40.2 	59.8 u	55.4 	61.3 	47.8 	45.6 	0 
MV_MSC,DEG2,M,Y18-29,PC,2014	35.5 	36.2 	33.6 	36.5 	55.6 	47.2 	34.0 	43.8 u	31.1 	31.8 	31.6 	20.0 	27.3 	23.6 	44.0 	30.4 u	49.3 	36.7 	24.3 	55.8 	21.7 	29.1 	5.2 	54.2 	35.8 	52.5 	51.8 	56.6 	46.2 	43.4 	0 
