unit,physact,isced11,sex,age,geo\time	2019 	2014 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,PL	46.7 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,PT	55.4 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,RO	11.8 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,RS	28.8 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,SE	79.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,SI	79.8 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,SK	47.7 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,TR	4.4 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,AT	50.0 	63.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,BE	34.7 	27.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,BG	10.1 	6.4 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,CY	25.8 	29.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,CZ	36.6 	31.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,DE	60.6 	65.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,DK	73.4 	69.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,EE	43.2 	27.5 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,EL	18.0 	13.4 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,ES	37.3 	36.1 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,EU27_2020	35.0 	33.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,EU28	: 	34.5 e
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,FI	0 	72.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,FR	35.9 	41.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,HR	19.6 	15.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,HU	29.2 	28.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,IE	37.5 	35.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,IS	69.8 	74.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,IT	19.1 	17.5 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,LT	50.9 	53.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,LU	56.9 	55.1 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,LV	45.3 	42.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,MT	17.9 	46.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,NL	43.9 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,NO	80.0 	64.5 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,PL	29.1 	21.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,PT	25.8 	27.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,RO	4.9 	4.1 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,RS	9.9 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,SE	68.2 	66.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,SI	42.1 	38.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,SK	28.2 	34.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,TR	2.7 	3.4 
PC,MV_AERO_SPRT,ED0-2,F,Y15-64,UK	: 	41.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,AT	70.6 	82.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,BE	46.1 	: u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,BG	17.6 	12.9 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,CY	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,CZ	52.8 	65.7 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,DE	68.8 	66.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,DK	81.4 	80.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,EE	65.2 	44.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,EL	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,ES	37.0 	33.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,EU27_2020	47.6 	44.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,EU28	: 	43.8 e
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,FI	0 	85.0 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,FR	40.5 	46.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,HR	42.2 u	22.4 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,HU	38.5 	40.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,IE	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,IS	76.9 	79.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,IT	35.0 	26.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,LT	57.3 u	68.4 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,LU	72.6 u	66.1 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,LV	52.5 	57.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,MT	21.7 u	48.0 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,NL	56.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,NO	83.7 	70.9 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,PL	38.8 	37.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,PT	31.6 	34.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,RO	4.9 	8.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,RS	27.7 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,SE	77.2 	79.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,SI	73.9 	63.8 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,SK	42.6 u	60.6 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,TR	4.1 	4.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-24,UK	: 	31.1 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,AT	48.4 	65.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,BE	44.3 	: u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,BG	5.5 	8.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,CY	: u	21.8 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,CZ	18.2 u	57.0 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,DE	64.3 u	61.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,DK	69.2 u	73.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,EE	22.4 u	41.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,EL	: u	6.3 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,ES	24.4 	31.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,EU27_2020	29.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,EU28	: 	37.6 e
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,FI	0 	76.1 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,FR	27.3 	41.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,HR	: u	20.7 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,HU	13.1 	33.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,IE	: u	57.4 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,IS	57.7 	74.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,IT	12.2 	21.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,LT	: u	62.8 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,LU	: u	64.7 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,LV	25.9 u	47.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,MT	18.7 	43.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,NL	39.3 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,NO	75.8 u	66.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,PL	20.4 u	33.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,PT	8.6 	31.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,RO	0 	5.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,RS	6.8 u	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,SE	69.1 u	75.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,SI	: u	54.9 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,SK	9.7 u	48.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,TR	2.9 	3.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-29,UK	: 	36.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,AT	: 	54.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,BE	: 	23.1 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,BG	: 	4.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,CY	: 	20.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,CZ	: 	35.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,DE	: 	55.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,DK	: 	69.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,EE	: 	27.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,EL	: 	9.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,ES	: 	33.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,EU27_2020	: 	29.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,EU28	: 	30.1 e
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,FI	: 	66.7 u
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,FR	: 	31.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,HR	: 	10.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,HU	: 	25.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,IE	: 	42.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,IS	: 	70.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,IT	: 	15.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,LT	: 	41.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,LU	: 	49.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,LV	: 	35.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,MT	: 	42.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,NO	: 	64.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,PL	: 	22.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,PT	: 	23.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,RO	: 	2.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,SE	: 	66.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,SI	: 	32.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,SK	: 	34.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,TR	: 	3.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-44,UK	: 	39.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,AT	43.3 	59.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,BE	23.6 	27.9 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,BG	3.5 	2.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,CY	20.3 	25.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,CZ	22.4 	21.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,DE	51.7 	58.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,DK	66.7 	64.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,EE	34.8 	23.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,EL	8.2 	8.9 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,ES	33.3 	33.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,EU27_2020	28.2 	27.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,EU28	: 	29.1 e
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,FI	0 	68.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,FR	28.6 	32.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,HR	14.1 	8.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,HU	17.2 	17.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,IE	23.3 	25.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,IS	64.7 	70.3 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,IT	15.6 	14.7 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,LT	29.8 	33.5 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,LU	47.8 	48.9 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,LV	29.0 	29.8 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,MT	16.5 	47.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,NL	36.7 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,NO	78.4 	62.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,PL	15.1 	12.2 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,PT	19.8 	22.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,RO	1.0 	1.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,RS	3.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,SE	64.9 	64.4 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,SI	31.5 	30.6 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,SK	16.6 	22.1 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,TR	2.4 	3.0 
PC,MV_AERO_SPRT,ED0-2,F,Y18-64,UK	: 	40.5 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,AT	58.5 u	87.8 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,BE	56.5 u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,BG	8.4 u	1.6 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,CY	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,CZ	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,DE	68.8 u	49.3 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,DK	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,EE	: u	39.6 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,EL	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,ES	27.1 	30.8 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,EU27_2020	36.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,EU28	: 	30.2 e
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,FI	0 	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,FR	34.6 	29.0 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,HR	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,HU	6.6 u	12.5 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,IE	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,IS	52.6 u	78.1 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,IT	12.7 	12.5 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,LT	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,LU	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,LV	30.2 u	36.2 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,MT	14.7 u	42.7 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,NL	40.7 u	: 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,NO	76.1 u	61.0 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,PL	32.6 u	32.7 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,PT	14.5 u	21.9 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,RO	0 u	0.4 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,RS	15.0 u	: 
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,SE	77.2 u	76.6 u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,SI	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,SK	: u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y20-24,TR	4.5 	4.5 
