unit,physact,isced11,sex,age,geo\time	2019 	2014 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,AT	40.4 	61.4 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,BE	26.9 	: 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,BG	6.1 	3.9 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,CY	21.9 	26.9 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,CZ	24.5 	19.2 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,DE	52.2 	57.9 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,DK	70.1 	65.8 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,EE	29.8 	17.0 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,EL	10.0 	8.2 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,ES	34.2 	32.3 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,EU27_2020	29.0 	27.8 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,EU28	: 	28.7 e
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,FI	0 	64.0 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,FR	31.9 	33.2 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,HR	10.9 	11.3 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,HU	21.0 	18.7 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,IE	29.5 	25.5 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,IS	64.8 	69.6 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,IT	14.5 	13.1 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,LT	29.5 	24.1 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,LU	53.6 	47.8 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,LV	29.1 	25.9 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,MT	14.6 	43.8 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,NL	38.5 	: 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,NO	76.1 u	57.8 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,PL	16.1 	12.4 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,PT	20.7 	22.7 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,RO	2.7 	2.3 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,RS	5.1 	: 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,SE	64.7 	60.2 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,SI	27.4 	28.5 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,SK	17.5 	22.6 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,TR	2.3 	3.3 
PC,MV_AERO_SPRT,ED0-2,F,TOTAL,UK	: 	37.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,AT	84.7 u	83.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,BE	40.8 u	: u
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,BG	25.4 u	32.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,CY	: u	44.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,CZ	63.9 u	65.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,DE	68.9 	82.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,DK	87.5 u	83.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,EE	75.8 u	55.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,EL	: u	40.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,ES	47.4 	56.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,EU27_2020	54.4 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,EU28	: 	62.4 e
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,FI	0 	83.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,FR	46.9 	76.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,HR	: u	36.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,HU	63.9 u	69.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,IE	: u	65.9 u
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,IS	95.8 u	85.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,IT	47.2 	41.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,LT	66.6 u	76.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,LU	85.4 u	90.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,LV	61.8 u	74.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,MT	: u	49.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,NL	64.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,NO	87.6 	78.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,PL	40.2 	41.1 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,PT	45.5 u	74.1 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,RO	8.2 	19.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,RS	34.6 u	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,SE	77.3 	82.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,SI	77.4 	79.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,SK	59.5 u	67.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,TR	3.0 	5.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-19,UK	: 	55.5 u
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,AT	76.4 	84.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,BE	65.6 	: u
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,BG	29.4 	24.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,CY	37.1 	43.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,CZ	60.7 	62.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,DE	83.3 	78.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,DK	84.3 	81.5 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,EE	64.9 	49.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,EL	53.4 	36.2 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,ES	55.7 	49.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,EU27_2020	61.8 	57.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,EU28	: 	56.8 e
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,FI	0 	83.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,FR	69.4 	68.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,HR	53.9 	35.4 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,HU	57.3 	57.7 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,IE	65.2 	65.9 u
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,IS	83.0 	84.4 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,IT	44.3 	37.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,LT	70.7 	73.4 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,LU	83.4 	82.9 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,LV	67.4 	66.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,MT	29.5 	47.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,NL	64.8 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,NO	86.9 	73.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,PL	48.8 	40.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,PT	70.5 	62.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,RO	14.5 	16.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,RS	32.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,SE	81.3 	81.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,SI	82.0 	76.8 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,SK	53.6 	65.0 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,TR	6.4 	5.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-24,UK	: 	44.6 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,AT	71.5 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,BE	61.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,BG	24.5 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,CY	33.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,CZ	58.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,DE	80.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,DK	83.7 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,EE	58.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,EL	45.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,ES	48.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,EU27_2020	56.0 	52.3 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,FI	0 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,FR	59.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,HR	47.5 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,HU	53.8 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,IE	62.6 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,IS	81.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,IT	38.3 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,LT	68.1 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,LU	80.2 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,LV	64.3 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,MT	27.3 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,NL	61.4 	: 
PC,MV_AERO_SPRT,ED0-2,F,Y15-29,NO	84.3 	: 
