Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Date,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,125,Domestic Consumption,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,57,Imports,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,178,Total Distribution,21,MT,0
577400,"Almonds, Shelled Basis",AF,Afghanistan,2010,2018-10,2018,10,86,Total Supply,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,125,Domestic Consumption,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,57,Imports,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,178,Total Distribution,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2003,2010-10,2010,10,86,Total Supply,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,125,Domestic Consumption,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,57,Imports,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,178,Total Distribution,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2005,2009-08,2009,8,86,Total Supply,21,MT,1600
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,125,Domestic Consumption,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,57,Imports,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,178,Total Distribution,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2013,2014-10,2014,10,86,Total Supply,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,125,Domestic Consumption,21,MT,2800
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,57,Imports,21,MT,2800
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,178,Total Distribution,21,MT,2800
577400,"Almonds, Shelled Basis",AG,Algeria,2014,2016-08,2016,8,86,Total Supply,21,MT,2800
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,125,Domestic Consumption,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,57,Imports,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,178,Total Distribution,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2015,2016-10,2016,10,86,Total Supply,21,MT,4300
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,125,Domestic Consumption,21,MT,5900
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,57,Imports,21,MT,5900
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,178,Total Distribution,21,MT,5900
577400,"Almonds, Shelled Basis",AG,Algeria,2016,2018-10,2018,10,86,Total Supply,21,MT,5900
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,125,Domestic Consumption,21,MT,3900
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,57,Imports,21,MT,3900
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,178,Total Distribution,21,MT,3900
577400,"Almonds, Shelled Basis",AG,Algeria,2018,2019-10,2019,10,86,Total Supply,21,MT,3900
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,125,Domestic Consumption,21,MT,5100
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,57,Imports,21,MT,5100
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,178,Total Distribution,21,MT,5100
577400,"Almonds, Shelled Basis",AG,Algeria,2019,2020-10,2020,10,86,Total Supply,21,MT,5100
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,125,Domestic Consumption,21,MT,4800
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,57,Imports,21,MT,4800
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,178,Total Distribution,21,MT,4800
577400,"Almonds, Shelled Basis",AG,Algeria,2020,2021-10,2021,10,86,Total Supply,21,MT,4800
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,5000
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,57,Imports,21,MT,5000
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,178,Total Distribution,21,MT,5000
577400,"Almonds, Shelled Basis",AG,Algeria,2022,2022-10,2022,10,86,Total Supply,21,MT,5000
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,125,Domestic Consumption,21,MT,2400
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,57,Imports,21,MT,2400
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,178,Total Distribution,21,MT,2400
577400,"Almonds, Shelled Basis",AR,Argentina,2019,2020-10,2020,10,86,Total Supply,21,MT,2400
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,4000
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,57,Imports,21,MT,4000
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,178,Total Distribution,21,MT,4000
577400,"Almonds, Shelled Basis",AR,Argentina,2022,2022-10,2022,10,86,Total Supply,21,MT,4000
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,125,Domestic Consumption,21,MT,17200
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,88,Exports,21,MT,11300
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,57,Imports,21,MT,2100
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,28,Production,21,MT,26900
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,178,Total Distribution,21,MT,29000
577400,"Almonds, Shelled Basis",AS,Australia,2006,2014-10,2014,10,86,Total Supply,21,MT,29000
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,125,Domestic Consumption,21,MT,14400
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,88,Exports,21,MT,23000
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,57,Imports,21,MT,1000
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,28,Production,21,MT,36400
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,178,Total Distribution,21,MT,37900
577400,"Almonds, Shelled Basis",AS,Australia,2008,2012-10,2012,10,86,Total Supply,21,MT,37900
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,20,Beginning Stocks,21,MT,1000
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,125,Domestic Consumption,21,MT,24700
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,176,Ending Stocks,21,MT,8700
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,88,Exports,21,MT,44300
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,57,Imports,21,MT,3300
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,28,Production,21,MT,73400
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,178,Total Distribution,21,MT,77700
577400,"Almonds, Shelled Basis",AS,Australia,2012,2015-10,2015,10,86,Total Supply,21,MT,77700
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,20,Beginning Stocks,21,MT,5250
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,125,Domestic Consumption,21,MT,33750
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,176,Ending Stocks,21,MT,7300
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,88,Exports,21,MT,71300
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,57,Imports,21,MT,3100
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,28,Production,21,MT,104000
577400,"Almonds, Shelled Basis",AS,Australia,2018,2020-10,2020,10,178,Total Distribution,21,MT,112350
