Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Date,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
577400,"Almonds, Shelled Basis",CI,Chile,2001,2010-10,2010,10,176,Ending Stocks,21,MT,200
577400,"Almonds, Shelled Basis",CI,Chile,2001,2010-10,2010,10,88,Exports,21,MT,2900
577400,"Almonds, Shelled Basis",CI,Chile,2001,2010-10,2010,10,57,Imports,21,MT,1000
577400,"Almonds, Shelled Basis",CI,Chile,2001,2010-10,2010,10,28,Production,21,MT,4000
577400,"Almonds, Shelled Basis",CI,Chile,2001,2010-10,2010,10,178,Total Distribution,21,MT,5000
577400,"Almonds, Shelled Basis",CI,Chile,2001,2010-10,2010,10,86,Total Supply,21,MT,5000
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,20,Beginning Stocks,21,MT,3100
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,125,Domestic Consumption,21,MT,3200
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,176,Ending Stocks,21,MT,1400
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,88,Exports,21,MT,8100
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,57,Imports,21,MT,1600
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,28,Production,21,MT,8000
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,178,Total Distribution,21,MT,12700
577400,"Almonds, Shelled Basis",CI,Chile,2008,2014-10,2014,10,86,Total Supply,21,MT,12700
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,125,Domestic Consumption,21,MT,4300
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,88,Exports,21,MT,4000
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,57,Imports,21,MT,4400
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,28,Production,21,MT,3900
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,178,Total Distribution,21,MT,8800
577400,"Almonds, Shelled Basis",CI,Chile,2013,2015-10,2015,10,86,Total Supply,21,MT,8800
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,125,Domestic Consumption,21,MT,3000
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,88,Exports,21,MT,8000
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,57,Imports,21,MT,2600
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,28,Production,21,MT,8400
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,178,Total Distribution,21,MT,11500
577400,"Almonds, Shelled Basis",CI,Chile,2014,2016-10,2016,10,86,Total Supply,21,MT,11500
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,125,Domestic Consumption,21,MT,3600
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,88,Exports,21,MT,6600
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,57,Imports,21,MT,2500
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,28,Production,21,MT,7700
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,178,Total Distribution,21,MT,10700
577400,"Almonds, Shelled Basis",CI,Chile,2015,2017-10,2017,10,86,Total Supply,21,MT,10700
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,125,Domestic Consumption,21,MT,5200
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,88,Exports,21,MT,5500
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,57,Imports,21,MT,3100
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,28,Production,21,MT,7600
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,178,Total Distribution,21,MT,11200
577400,"Almonds, Shelled Basis",CI,Chile,2016,2018-10,2018,10,86,Total Supply,21,MT,11200
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,125,Domestic Consumption,21,MT,3400
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,88,Exports,21,MT,10200
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,57,Imports,21,MT,2600
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,28,Production,21,MT,11000
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,178,Total Distribution,21,MT,14100
577400,"Almonds, Shelled Basis",CI,Chile,2018,2020-10,2020,10,86,Total Supply,21,MT,14100
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,125,Domestic Consumption,21,MT,7550
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,176,Ending Stocks,21,MT,450
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,88,Exports,21,MT,6500
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,57,Imports,21,MT,4000
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,28,Production,21,MT,10000
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,178,Total Distribution,21,MT,14500
577400,"Almonds, Shelled Basis",CI,Chile,2019,2021-10,2021,10,86,Total Supply,21,MT,14500
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,7900
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,176,Ending Stocks,21,MT,500
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,88,Exports,21,MT,8300
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,57,Imports,21,MT,4800
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,28,Production,21,MT,11400
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,178,Total Distribution,21,MT,16700
577400,"Almonds, Shelled Basis",CI,Chile,2022,2022-10,2022,10,86,Total Supply,21,MT,16700
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,125,Domestic Consumption,21,MT,14100
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,57,Imports,21,MT,14100
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,178,Total Distribution,21,MT,14100
577400,"Almonds, Shelled Basis",CH,China,2001,2012-10,2012,10,86,Total Supply,21,MT,14100
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,125,Domestic Consumption,21,MT,93100
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,57,Imports,21,MT,88100
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,28,Production,21,MT,5000
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,178,Total Distribution,21,MT,93100
577400,"Almonds, Shelled Basis",CH,China,2012,2014-10,2014,10,86,Total Supply,21,MT,93100
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,125,Domestic Consumption,21,MT,57800
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,57,Imports,21,MT,48300
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,28,Production,21,MT,9500
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,178,Total Distribution,21,MT,57800
577400,"Almonds, Shelled Basis",CH,China,2014,2015-10,2015,10,86,Total Supply,21,MT,57800
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,125,Domestic Consumption,21,MT,87500
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,57,Imports,21,MT,57500
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,28,Production,21,MT,30000
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,178,Total Distribution,21,MT,87500
577400,"Almonds, Shelled Basis",CH,China,2015,2016-10,2016,10,86,Total Supply,21,MT,87500
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,125,Domestic Consumption,21,MT,107200
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,57,Imports,21,MT,67200
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,28,Production,21,MT,40000
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,178,Total Distribution,21,MT,107200
577400,"Almonds, Shelled Basis",CH,China,2016,2018-10,2018,10,86,Total Supply,21,MT,107200
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,177000
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,57,Imports,21,MT,125000
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,28,Production,21,MT,52000
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,178,Total Distribution,21,MT,177000
577400,"Almonds, Shelled Basis",CH,China,2022,2022-10,2022,10,86,Total Supply,21,MT,177000
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,125,Domestic Consumption,21,MT,2400
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,57,Imports,21,MT,2400
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,178,Total Distribution,21,MT,2400
577400,"Almonds, Shelled Basis",CO,Colombia,2019,2020-10,2020,10,86,Total Supply,21,MT,2400
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,125,Domestic Consumption,21,MT,2900
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,57,Imports,21,MT,2900
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,178,Total Distribution,21,MT,2900
577400,"Almonds, Shelled Basis",CO,Colombia,2020,2021-10,2021,10,86,Total Supply,21,MT,2900
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,3500
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,57,Imports,21,MT,3500
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,178,Total Distribution,21,MT,3500
577400,"Almonds, Shelled Basis",CO,Colombia,2022,2022-10,2022,10,86,Total Supply,21,MT,3500
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,125,Domestic Consumption,21,MT,1400
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,57,Imports,21,MT,1400
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,178,Total Distribution,21,MT,1400
577400,"Almonds, Shelled Basis",EG,Egypt,2020,2021-10,2021,10,86,Total Supply,21,MT,1400
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,1000
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,176,Ending Stocks,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,88,Exports,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,57,Imports,21,MT,1000
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,28,Production,21,MT,0
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,178,Total Distribution,21,MT,1000
577400,"Almonds, Shelled Basis",EG,Egypt,2022,2022-10,2022,10,86,Total Supply,21,MT,1000
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,125,Domestic Consumption,21,MT,211900
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,176,Ending Stocks,21,MT,20000
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,88,Exports,21,MT,6900
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,57,Imports,21,MT,150800
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,28,Production,21,MT,88000
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,178,Total Distribution,21,MT,238800
577400,"Almonds, Shelled Basis",E4,European Union,2001,2015-10,2015,10,86,Total Supply,21,MT,238800
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,20,Beginning Stocks,21,MT,20000
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,125,Domestic Consumption,21,MT,322000
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,176,Ending Stocks,21,MT,18000
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,88,Exports,21,MT,14800
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,57,Imports,21,MT,239800
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,28,Production,21,MT,95000
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,178,Total Distribution,21,MT,354800
577400,"Almonds, Shelled Basis",E4,European Union,2015,2020-10,2020,10,86,Total Supply,21,MT,354800
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,20,Beginning Stocks,21,MT,18000
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,125,Domestic Consumption,21,MT,364100
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,176,Ending Stocks,21,MT,18000
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,88,Exports,21,MT,37000
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,57,Imports,21,MT,266900
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,28,Production,21,MT,134200
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,178,Total Distribution,21,MT,419100
577400,"Almonds, Shelled Basis",E4,European Union,2018,2021-10,2021,10,86,Total Supply,21,MT,419100
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,20,Beginning Stocks,21,MT,18000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,125,Domestic Consumption,21,MT,394000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,176,Ending Stocks,21,MT,18000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,88,Exports,21,MT,21000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,57,Imports,21,MT,310000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,28,Production,21,MT,105000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,178,Total Distribution,21,MT,433000
577400,"Almonds, Shelled Basis",E4,European Union,2022,2022-10,2022,10,86,Total Supply,21,MT,433000
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,20,Beginning Stocks,21,MT,0
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,125,Domestic Consumption,21,MT,9700
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,176,Ending Stocks,21,MT,345
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,88,Exports,21,MT,4300
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,57,Imports,21,MT,45
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,28,Production,21,MT,14300
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,178,Total Distribution,21,MT,14345
577400,"Almonds, Shelled Basis",GR,Greece,1983,1984,1984,0,86,Total Supply,21,MT,14345
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,20,Beginning Stocks,21,MT,345
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,125,Domestic Consumption,21,MT,11500
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,176,Ending Stocks,21,MT,553
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,88,Exports,21,MT,2700
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,57,Imports,21,MT,8
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,28,Production,21,MT,14400
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,178,Total Distribution,21,MT,14753
577400,"Almonds, Shelled Basis",GR,Greece,1984,1985,1985,0,86,Total Supply,21,MT,14753
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,20,Beginning Stocks,21,MT,553
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,125,Domestic Consumption,21,MT,12000
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,176,Ending Stocks,21,MT,253
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,88,Exports,21,MT,2000
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,57,Imports,21,MT,0
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,28,Production,21,MT,13700
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,178,Total Distribution,21,MT,14253
577400,"Almonds, Shelled Basis",GR,Greece,1985,1986,1986,0,86,Total Supply,21,MT,14253
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,20,Beginning Stocks,21,MT,253
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,125,Domestic Consumption,21,MT,12100
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,176,Ending Stocks,21,MT,353
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,88,Exports,21,MT,3000
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,57,Imports,21,MT,400
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,28,Production,21,MT,14800
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,178,Total Distribution,21,MT,15453
577400,"Almonds, Shelled Basis",GR,Greece,1986,1987,1987,0,86,Total Supply,21,MT,15453
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,20,Beginning Stocks,21,MT,353
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,125,Domestic Consumption,21,MT,8040
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,176,Ending Stocks,21,MT,2813
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,88,Exports,21,MT,500
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,57,Imports,21,MT,2500
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,28,Production,21,MT,8500
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,178,Total Distribution,21,MT,11353
577400,"Almonds, Shelled Basis",GR,Greece,1987,1988,1988,0,86,Total Supply,21,MT,11353
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,20,Beginning Stocks,21,MT,2813
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,125,Domestic Consumption,21,MT,14780
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,176,Ending Stocks,21,MT,2783
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,88,Exports,21,MT,5800
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,57,Imports,21,MT,1550
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,28,Production,21,MT,19000
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,178,Total Distribution,21,MT,23363
577400,"Almonds, Shelled Basis",GR,Greece,1988,1989,1989,0,86,Total Supply,21,MT,23363
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,20,Beginning Stocks,21,MT,2783
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,125,Domestic Consumption,21,MT,14200
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,176,Ending Stocks,21,MT,2843
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,88,Exports,21,MT,4500
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,57,Imports,21,MT,1600
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,28,Production,21,MT,17160
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,178,Total Distribution,21,MT,21543
577400,"Almonds, Shelled Basis",GR,Greece,1989,1990,1990,0,86,Total Supply,21,MT,21543
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,20,Beginning Stocks,21,MT,2843
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,125,Domestic Consumption,21,MT,14200
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,176,Ending Stocks,21,MT,4943
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,88,Exports,21,MT,1800
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,57,Imports,21,MT,2600
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,28,Production,21,MT,15500
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,178,Total Distribution,21,MT,20943
577400,"Almonds, Shelled Basis",GR,Greece,1990,1991,1991,0,86,Total Supply,21,MT,20943
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,20,Beginning Stocks,21,MT,4943
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,125,Domestic Consumption,21,MT,15000
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,176,Ending Stocks,21,MT,1443
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,88,Exports,21,MT,1500
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,57,Imports,21,MT,2000
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,28,Production,21,MT,11000
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,178,Total Distribution,21,MT,17943
577400,"Almonds, Shelled Basis",GR,Greece,1991,1992,1992,0,86,Total Supply,21,MT,17943
577400,"Almonds, Shelled Basis",GR,Greece,1992,1993,1993,0,20,Beginning Stocks,21,MT,1443
577400,"Almonds, Shelled Basis",GR,Greece,1992,1993,1993,0,125,Domestic Consumption,21,MT,15500
577400,"Almonds, Shelled Basis",GR,Greece,1992,1993,1993,0,176,Ending Stocks,21,MT,1093
577400,"Almonds, Shelled Basis",GR,Greece,1992,1993,1993,0,88,Exports,21,MT,2500
